arm,track,seed,runaway,parade,swap,leadChanges,gap090
R94-OFF,mountainstreet,43,0,0,0,0,1.3937
R94-OFF,mountainstreet,44,0,0,0,2,2.9764
R94-OFF,mountainstreet,45,1,0,0,2,5.1823
R94-OFF,mountainstreet,46,0,0,0,0,2.726
R94-OFF,mountainstreet,47,0,0,0,0,1.2624
R94-OFF,mountainstreet,48,0,0,0,1,1.1955
R94-OFF,mountainstreet,49,0,0,1,3,0.1942
R94-OFF,mountainstreet,50,0,0,0,2,1.199
R94-OFF,mountainstreet,51,0,0,0,1,0.9849
R94-OFF,mountainstreet,52,0,0,1,2,1.1998
R94-OFF,mountainstreet,53,1,0,0,1,4.7522
R94-OFF,mountainstreet,54,1,0,0,1,3.0868
R94-OFF,mountainstreet,55,0,0,0,0,2.4062
R94-OFF,mountainstreet,56,0,0,0,3,0.0001
R94-OFF,mountainstreet,57,0,1,1,2,1.9443
R94-OFF,mountainstreet,58,0,0,0,0,1.4437
R94-OFF,mountainstreet,59,0,0,0,5,0.07
R94-OFF,mountainstreet,60,0,0,0,0,1.3635
R94-OFF,mountainstreet,61,0,0,0,4,0.0688
R94-OFF,mountainstreet,62,0,0,0,3,1.3691
R94-OFF,mountainstreet,63,0,0,1,3,0.0001
R94-OFF,mountainstreet,64,0,0,1,2,1.5632
R94-OFF,mountainstreet,65,0,0,0,6,1.8684
R94-OFF,mountainstreet,66,0,0,1,3,1.0691
R94-OFF,mountainstreet,67,1,0,0,3,3.3988
R94-OFF,mountainstreet,68,0,0,0,3,1.5967
R94-OFF,mountainstreet,69,0,0,0,0,0.4848
R94-OFF,mountainstreet,70,0,0,0,1,1.0156
R94-OFF,mountainstreet,71,0,0,0,1,0.4413
R94-OFF,mountainstreet,72,0,0,1,3,1.8103
R94-OFF,mountainstreet,73,0,0,0,1,1.421
R94-OFF,mountainstreet,74,0,0,0,0,2.3111
R94-OFF,mountainstreet,75,0,0,0,0,1.6073
R94-OFF,mountainstreet,76,1,0,0,4,4.0255
R94-OFF,mountainstreet,77,0,0,1,4,0.2758
R94-OFF,mountainstreet,78,0,0,0,0,1.2108
R94-OFF,mountainstreet,79,0,0,1,4,0.1377
R94-OFF,mountainstreet,80,1,0,0,2,4.2523
R94-OFF,mountainstreet,81,1,0,0,1,3.5964
R94-OFF,mountainstreet,82,0,0,1,1,1.2005
R94-OFF,mountainstreet,83,0,0,1,3,0.5953
R94-OFF,mountainstreet,84,0,0,0,1,0.1517
R94-OFF,mountainstreet,85,0,0,1,4,0.7938
R94-OFF,mountainstreet,86,0,0,0,0,0.694
R94-OFF,mountainstreet,87,0,0,0,0,2.5132
R94-OFF,mountainstreet,88,0,0,0,2,2.5852
R94-OFF,mountainstreet,89,0,0,1,1,0.4846
R94-OFF,mountainstreet,90,0,0,1,1,0.0756
R94-OFF,mountainstreet,91,0,0,0,2,1.313
R94-OFF,mountainstreet,92,0,0,0,2,1.842
R94-OFF,mountainstreet,93,0,0,0,0,3.6523
R94-OFF,mountainstreet,94,0,0,0,2,0.5012
R94-OFF,mountainstreet,95,0,0,1,2,1.9567
R94-OFF,mountainstreet,96,1,0,0,2,4.7994
R94-OFF,mountainstreet,97,0,0,0,1,1.7058
R94-OFF,mountainstreet,98,0,0,0,0,1.9453
R94-OFF,mountainstreet,99,0,0,0,0,1.6202
R94-OFF,mountainstreet,100,0,1,1,2,1.319
