arm,track,seed,runaway,parade,swap,leadChanges,gap090
R95-ON,mountainstreet,1,1,0,0,0,7.3231
R95-ON,mountainstreet,2,0,0,0,1,2.031
R95-ON,mountainstreet,3,0,0,0,0,0.0861
R95-ON,mountainstreet,4,0,0,1,1,0.496
R95-ON,mountainstreet,5,0,0,0,0,0.2282
R95-ON,mountainstreet,6,0,0,0,2,1.6928
R95-ON,mountainstreet,7,0,0,1,1,3.2336
R95-ON,mountainstreet,8,0,0,0,3,1.4792
R95-ON,mountainstreet,9,0,0,0,1,1.5149
R95-ON,mountainstreet,10,0,0,1,3,0.8578
R95-ON,mountainstreet,11,1,0,0,1,4.8481
R95-ON,mountainstreet,12,0,0,0,2,1.1019
R95-ON,mountainstreet,13,0,0,0,1,1.7107
R95-ON,mountainstreet,14,1,0,0,0,9.1614
R95-ON,mountainstreet,15,0,0,1,2,0.5493
R95-ON,mountainstreet,16,0,0,0,0,1.616
R95-ON,mountainstreet,17,0,0,1,1,0.1882
R95-ON,mountainstreet,18,0,0,0,2,1.8278
R95-ON,mountainstreet,19,0,0,0,0,0.322
R95-ON,mountainstreet,20,0,0,0,1,1.1172
R95-ON,mountainstreet,21,0,0,0,2,1.9032
R95-ON,mountainstreet,22,0,0,0,2,1.3361
R95-ON,mountainstreet,23,0,0,1,6,0.1093
R95-ON,mountainstreet,24,0,0,0,0,1.5001
R95-ON,mountainstreet,25,0,0,0,3,0.2617
R95-ON,mountainstreet,26,0,0,0,1,0.6334
R95-ON,mountainstreet,27,0,0,0,0,1.1995
R95-ON,mountainstreet,28,0,0,0,0,1.0527
R95-ON,mountainstreet,29,0,0,0,3,1.6261
R95-ON,mountainstreet,30,0,0,1,2,0.1735
R95-ON,mountainstreet,31,0,0,1,3,1.7762
R95-ON,mountainstreet,32,0,0,0,0,2.3469
R95-ON,mountainstreet,33,1,0,0,1,4.0963
R95-ON,mountainstreet,34,0,0,1,4,2.2146
R95-ON,mountainstreet,35,0,0,0,2,0.0469
R95-ON,mountainstreet,36,0,0,1,2,1.2777
R95-ON,mountainstreet,37,0,0,0,2,1.2168
R95-ON,mountainstreet,38,0,0,1,1,2.0906
R95-ON,mountainstreet,39,0,0,1,2,1.3237
R95-ON,mountainstreet,40,0,0,0,1,4.1957
R95-ON,mountainstreet,41,0,0,1,1,0.4427
R95-ON,mountainstreet,42,0,0,1,2,0.3548
R95-ON,mountainstreet,43,0,0,1,4,1.1655
R95-ON,mountainstreet,44,0,0,0,0,2.9764
R95-ON,mountainstreet,45,0,0,1,1,3.1676
R95-ON,mountainstreet,46,0,0,0,0,0.8308
R95-ON,mountainstreet,47,0,0,0,1,1.2624
R95-ON,mountainstreet,48,0,0,0,2,1.1955
R95-ON,mountainstreet,49,0,0,1,1,1.12
R95-ON,mountainstreet,50,0,0,1,3,1.1255
R95-ON,mountainstreet,51,0,0,0,3,0.9849
R95-ON,mountainstreet,52,0,0,1,2,1.0652
R95-ON,mountainstreet,53,0,0,0,3,1.1983
R95-ON,mountainstreet,54,0,0,0,2,2.7566
R95-ON,mountainstreet,55,1,0,0,2,3.0877
R95-ON,mountainstreet,56,0,0,1,4,0.4771
R95-ON,mountainstreet,57,0,0,1,1,1.9443
R95-ON,mountainstreet,58,0,0,0,1,1.2016
R95-ON,mountainstreet,59,0,0,1,2,0.045
R95-ON,mountainstreet,60,0,0,0,4,1.3635
R95-ON,mountainstreet,61,0,0,0,4,0.8202
R95-ON,mountainstreet,62,0,0,0,1,1.4208
R95-ON,mountainstreet,63,0,0,1,3,0.0001
R95-ON,mountainstreet,64,0,0,1,4,0.3428
R95-ON,mountainstreet,65,0,0,0,3,0.3054
R95-ON,mountainstreet,66,0,0,1,2,0.9681
R95-ON,mountainstreet,67,0,0,0,1,0.5356
R95-ON,mountainstreet,68,0,0,1,3,0.0209
R95-ON,mountainstreet,69,0,1,0,0,1.1824
R95-ON,mountainstreet,70,0,0,0,2,1.0156
R95-ON,mountainstreet,71,0,0,0,2,0.4413
R95-ON,mountainstreet,72,0,0,1,2,0.9623
R95-ON,mountainstreet,73,0,0,1,2,0.533
R95-ON,mountainstreet,74,0,0,0,2,2.3111
R95-ON,mountainstreet,75,0,0,0,1,2.5624
R95-ON,mountainstreet,76,0,0,1,2,0.9389
R95-ON,mountainstreet,77,0,0,1,3,0.2758
R95-ON,mountainstreet,78,0,0,0,1,1.2108
R95-ON,mountainstreet,79,0,0,0,0,0.391
R95-ON,mountainstreet,80,1,0,0,1,4.38
R95-ON,mountainstreet,81,0,0,0,1,1.2928
R95-ON,mountainstreet,82,0,0,1,2,0.4197
R95-ON,mountainstreet,83,0,0,1,1,0.5953
R95-ON,mountainstreet,84,0,0,0,1,0.1513
R95-ON,mountainstreet,85,0,0,1,4,0.7938
R95-ON,mountainstreet,86,0,0,0,1,0.694
R95-ON,mountainstreet,87,0,0,1,1,2.4997
R95-ON,mountainstreet,88,0,0,0,0,1.607
R95-ON,mountainstreet,89,0,0,0,2,2.7747
R95-ON,mountainstreet,90,0,0,1,1,0.773
R95-ON,mountainstreet,91,0,0,0,1,2.1097
R95-ON,mountainstreet,92,0,0,1,4,1.4755
R95-ON,mountainstreet,93,0,0,1,2,2.1678
R95-ON,mountainstreet,94,0,0,0,1,0.5012
R95-ON,mountainstreet,95,0,0,1,2,1.7671
R95-ON,mountainstreet,96,1,0,0,3,4.7994
R95-ON,mountainstreet,97,0,0,0,2,1.5009
R95-ON,mountainstreet,98,0,0,1,1,1.8773
R95-ON,mountainstreet,99,0,0,0,1,1.5789
R95-ON,mountainstreet,100,0,0,0,1,0.4023
