arm,track,seed,runaway,parade,swap,leadChanges,gap090
R93-ON,mountainstreet,1,1,0,0,0,7.3231
R93-ON,mountainstreet,2,0,0,0,1,2.031
R93-ON,mountainstreet,3,0,0,0,1,0.0861
R93-ON,mountainstreet,4,0,0,1,1,0.496
R93-ON,mountainstreet,5,0,0,0,0,0.2282
R93-ON,mountainstreet,6,0,0,0,0,1.6928
R93-ON,mountainstreet,7,0,0,1,1,3.2336
R93-ON,mountainstreet,8,0,0,0,1,1.4792
R93-ON,mountainstreet,9,0,0,0,0,1.5149
R93-ON,mountainstreet,10,0,0,1,2,0.8578
R93-ON,mountainstreet,11,1,0,0,0,4.8481
R93-ON,mountainstreet,12,0,0,0,2,1.1019
R93-ON,mountainstreet,13,0,0,0,2,1.7107
R93-ON,mountainstreet,14,1,0,0,1,9.1614
R93-ON,mountainstreet,15,0,0,1,1,0.5493
R93-ON,mountainstreet,16,0,0,0,0,1.616
R93-ON,mountainstreet,17,0,0,0,2,0.1882
R93-ON,mountainstreet,18,0,0,1,1,0.7972
R93-ON,mountainstreet,19,0,0,0,0,0.322
R93-ON,mountainstreet,20,0,0,0,1,1.1172
R93-ON,mountainstreet,21,0,0,0,1,1.9032
R93-ON,mountainstreet,22,0,0,0,1,1.3361
R93-ON,mountainstreet,23,0,0,1,6,0.1093
R93-ON,mountainstreet,24,0,0,0,0,1.5001
R93-ON,mountainstreet,25,0,0,0,2,0.2617
R93-ON,mountainstreet,26,0,0,0,1,0.6334
R93-ON,mountainstreet,27,0,0,0,0,1.1995
R93-ON,mountainstreet,28,0,0,0,2,1.0527
R93-ON,mountainstreet,29,0,0,0,3,1.6261
R93-ON,mountainstreet,30,0,0,1,3,0.1735
R93-ON,mountainstreet,31,0,0,1,3,1.7762
R93-ON,mountainstreet,32,0,0,0,1,2.3469
R93-ON,mountainstreet,33,1,0,0,1,4.0963
R93-ON,mountainstreet,34,0,0,1,3,2.2146
R93-ON,mountainstreet,35,0,0,0,0,0.0469
R93-ON,mountainstreet,36,0,0,1,4,1.2777
R93-ON,mountainstreet,37,0,0,0,1,1.2168
R93-ON,mountainstreet,38,0,0,1,1,2.0906
R93-ON,mountainstreet,39,0,0,1,1,1.3237
R93-ON,mountainstreet,40,0,0,1,1,4.1957
R93-ON,mountainstreet,41,0,0,1,2,0.4427
R93-ON,mountainstreet,42,0,0,1,2,0.3548
R93-ON,mountainstreet,43,0,0,1,2,1.1655
R93-ON,mountainstreet,44,0,0,0,1,2.9764
R93-ON,mountainstreet,45,0,0,1,1,1.302
R93-ON,mountainstreet,46,0,0,0,0,0.8308
R93-ON,mountainstreet,47,0,0,0,0,0.6778
R93-ON,mountainstreet,48,0,0,0,1,1.1955
R93-ON,mountainstreet,49,0,0,1,1,1.12
R93-ON,mountainstreet,50,0,0,1,3,1.1255
R93-ON,mountainstreet,51,0,0,0,0,0.9849
R93-ON,mountainstreet,52,0,0,1,1,1.0652
R93-ON,mountainstreet,53,0,0,0,0,1.1983
R93-ON,mountainstreet,54,0,0,0,0,2.7566
R93-ON,mountainstreet,55,1,0,0,1,3.0877
R93-ON,mountainstreet,56,0,0,1,3,0.4771
R93-ON,mountainstreet,57,0,0,1,1,0.4213
R93-ON,mountainstreet,58,0,0,0,1,1.2016
R93-ON,mountainstreet,59,0,0,0,0,1.6115
R93-ON,mountainstreet,60,0,0,0,1,1.3635
R93-ON,mountainstreet,61,0,0,0,2,0.1276
R93-ON,mountainstreet,62,0,0,1,2,0.7314
R93-ON,mountainstreet,63,0,0,1,3,0.0001
R93-ON,mountainstreet,64,0,0,1,2,0.3428
R93-ON,mountainstreet,65,0,0,0,3,0.3054
R93-ON,mountainstreet,66,0,0,1,2,0.9681
R93-ON,mountainstreet,67,0,0,1,1,0.5356
R93-ON,mountainstreet,68,0,0,1,1,0.0209
R93-ON,mountainstreet,69,0,1,0,2,1.1824
R93-ON,mountainstreet,70,0,0,0,1,1.0156
R93-ON,mountainstreet,71,0,0,0,4,0.4413
R93-ON,mountainstreet,72,0,0,1,3,0.9623
R93-ON,mountainstreet,73,0,0,1,1,0.533
R93-ON,mountainstreet,74,0,0,0,1,2.3111
R93-ON,mountainstreet,75,0,0,0,1,2.5624
R93-ON,mountainstreet,76,0,0,1,3,0.9389
R93-ON,mountainstreet,77,0,0,1,2,0.2758
R93-ON,mountainstreet,78,0,0,0,1,1.2108
R93-ON,mountainstreet,79,0,0,0,0,0.391
R93-ON,mountainstreet,80,1,0,0,0,4.38
R93-ON,mountainstreet,81,0,0,0,2,1.2928
R93-ON,mountainstreet,82,0,0,1,2,0.6103
R93-ON,mountainstreet,83,0,0,1,1,0.5953
R93-ON,mountainstreet,84,0,0,0,2,0.1513
R93-ON,mountainstreet,85,0,0,1,5,0.7938
R93-ON,mountainstreet,86,0,0,0,1,0.694
R93-ON,mountainstreet,87,0,0,0,1,1.1572
R93-ON,mountainstreet,88,1,0,0,3,3.3676
R93-ON,mountainstreet,89,0,0,0,1,2.7747
R93-ON,mountainstreet,90,0,0,1,2,0.773
R93-ON,mountainstreet,91,0,0,0,0,2.1097
R93-ON,mountainstreet,92,0,0,1,4,1.4755
R93-ON,mountainstreet,93,0,0,1,1,2.1678
R93-ON,mountainstreet,94,0,0,0,1,0.5012
R93-ON,mountainstreet,95,0,0,1,1,1.7671
R93-ON,mountainstreet,96,0,0,0,1,0.9409
R93-ON,mountainstreet,97,0,0,0,2,1.5009
R93-ON,mountainstreet,98,0,0,0,0,1.8773
R93-ON,mountainstreet,99,0,0,1,2,3.0606
R93-ON,mountainstreet,100,0,0,0,1,0.4023
