arm,track,seed,runaway,parade,swap,leadChanges,gap090
R97-ON,mountainstreet,1,1,0,0,1,7.3231
R97-ON,mountainstreet,2,0,0,0,1,2.031
R97-ON,mountainstreet,3,0,0,0,0,0.0861
R97-ON,mountainstreet,4,0,0,1,1,0.496
R97-ON,mountainstreet,5,0,0,0,0,0.2282
R97-ON,mountainstreet,6,0,0,1,2,1.6928
R97-ON,mountainstreet,7,0,0,1,3,3.2336
R97-ON,mountainstreet,8,0,0,0,2,1.4792
R97-ON,mountainstreet,9,0,0,0,1,1.5149
R97-ON,mountainstreet,10,0,0,1,4,0.8578
R97-ON,mountainstreet,11,1,0,0,0,4.8481
R97-ON,mountainstreet,12,0,0,0,2,1.1019
R97-ON,mountainstreet,13,0,0,0,1,0.0987
R97-ON,mountainstreet,14,1,0,0,1,9.1614
R97-ON,mountainstreet,15,0,0,1,3,0.5493
R97-ON,mountainstreet,16,0,0,0,0,1.616
R97-ON,mountainstreet,17,0,0,0,1,0.1882
R97-ON,mountainstreet,18,0,0,0,3,1.8278
R97-ON,mountainstreet,19,0,0,0,0,0.322
R97-ON,mountainstreet,20,0,0,0,1,1.1172
R97-ON,mountainstreet,21,0,0,0,0,1.9032
R97-ON,mountainstreet,22,0,0,0,3,1.3361
R97-ON,mountainstreet,23,0,0,1,4,0.1093
R97-ON,mountainstreet,24,0,0,0,0,1.5001
R97-ON,mountainstreet,25,0,0,0,1,0.2617
R97-ON,mountainstreet,26,0,0,0,0,0.6334
R97-ON,mountainstreet,27,0,0,0,1,1.1517
R97-ON,mountainstreet,28,0,0,0,2,1.0527
R97-ON,mountainstreet,29,0,0,0,1,1.6261
R97-ON,mountainstreet,30,0,0,1,3,0.1735
R97-ON,mountainstreet,31,0,0,1,3,1.7762
R97-ON,mountainstreet,32,0,0,0,1,2.3469
R97-ON,mountainstreet,33,0,1,1,2,2.8198
R97-ON,mountainstreet,34,0,0,1,4,2.2146
R97-ON,mountainstreet,35,0,0,0,2,0.0469
R97-ON,mountainstreet,36,0,0,1,3,1.2777
R97-ON,mountainstreet,37,0,0,1,2,0.3389
R97-ON,mountainstreet,38,0,0,1,1,2.0906
R97-ON,mountainstreet,39,0,0,1,2,1.3237
R97-ON,mountainstreet,40,0,0,0,1,4.1957
R97-ON,mountainstreet,41,0,0,1,1,0.4427
R97-ON,mountainstreet,42,0,0,1,2,0.3548
R97-ON,mountainstreet,43,0,0,1,2,1.1655
R97-ON,mountainstreet,44,0,0,0,0,2.9764
R97-ON,mountainstreet,45,0,0,1,2,3.1676
R97-ON,mountainstreet,46,0,0,0,0,0.8308
R97-ON,mountainstreet,47,0,0,0,0,1.2624
R97-ON,mountainstreet,48,0,0,0,2,1.1955
R97-ON,mountainstreet,49,0,0,1,1,1.12
R97-ON,mountainstreet,50,0,0,1,2,1.1255
R97-ON,mountainstreet,51,0,0,0,0,0.9849
R97-ON,mountainstreet,52,0,0,1,1,1.0652
R97-ON,mountainstreet,53,0,0,1,2,1.1983
R97-ON,mountainstreet,54,0,0,0,2,2.7566
R97-ON,mountainstreet,55,1,0,0,2,3.0877
R97-ON,mountainstreet,56,0,0,1,2,0.2548
R97-ON,mountainstreet,57,0,0,1,2,1.9443
R97-ON,mountainstreet,58,0,0,0,0,1.2016
R97-ON,mountainstreet,59,0,0,1,1,1.2766
R97-ON,mountainstreet,60,0,0,0,1,1.3635
R97-ON,mountainstreet,61,0,0,0,1,0.8202
R97-ON,mountainstreet,62,0,0,0,1,1.4208
R97-ON,mountainstreet,63,0,0,1,5,0.0001
R97-ON,mountainstreet,64,0,0,1,2,0.3428
R97-ON,mountainstreet,65,0,0,0,0,2.7794
R97-ON,mountainstreet,66,0,0,1,3,0.9681
R97-ON,mountainstreet,67,0,0,0,1,0.5356
R97-ON,mountainstreet,68,0,0,1,3,0.0209
R97-ON,mountainstreet,69,0,1,0,0,1.1824
R97-ON,mountainstreet,70,0,0,1,4,0.1879
R97-ON,mountainstreet,71,0,0,0,2,0.4413
R97-ON,mountainstreet,72,0,0,1,4,0.9623
R97-ON,mountainstreet,73,0,0,1,3,0.533
R97-ON,mountainstreet,74,0,0,0,1,2.3111
R97-ON,mountainstreet,75,0,0,0,2,2.5624
R97-ON,mountainstreet,76,0,0,1,1,0.9389
R97-ON,mountainstreet,77,0,0,1,3,0.2758
R97-ON,mountainstreet,78,0,0,0,1,1.2108
R97-ON,mountainstreet,79,0,0,0,0,0.391
R97-ON,mountainstreet,80,1,0,0,2,4.38
R97-ON,mountainstreet,81,0,0,0,0,1.2928
R97-ON,mountainstreet,82,0,0,1,1,0.4197
R97-ON,mountainstreet,83,0,0,1,1,0.5953
R97-ON,mountainstreet,84,0,0,0,0,0.1513
R97-ON,mountainstreet,85,0,0,1,4,0.7938
R97-ON,mountainstreet,86,0,0,0,1,0.694
R97-ON,mountainstreet,87,0,0,1,1,2.4997
R97-ON,mountainstreet,88,0,0,0,0,1.607
R97-ON,mountainstreet,89,0,0,0,2,2.7747
R97-ON,mountainstreet,90,0,0,1,1,0.773
R97-ON,mountainstreet,91,0,0,0,1,2.1097
R97-ON,mountainstreet,92,0,0,1,4,1.4755
R97-ON,mountainstreet,93,0,0,1,2,2.1678
R97-ON,mountainstreet,94,0,0,0,1,0.5012
R97-ON,mountainstreet,95,0,0,1,2,1.7671
R97-ON,mountainstreet,96,1,0,0,2,4.7994
R97-ON,mountainstreet,97,0,0,0,2,1.5009
R97-ON,mountainstreet,98,0,0,1,1,1.8773
R97-ON,mountainstreet,99,0,0,0,0,1.5789
R97-ON,mountainstreet,100,0,0,0,1,0.4023
