arm,track,seed,runaway,parade,swap,leadChanges,gap090
R95-ON,dirt-oval,91,0,0,0,1,1.3767
R95-ON,dirt-oval,92,0,0,0,2,2.5111
R95-ON,dirt-oval,93,1,0,0,0,3.7501
R95-ON,dirt-oval,94,0,0,1,4,0.4854
R95-ON,dirt-oval,95,0,0,1,2,1.3633
R95-ON,dirt-oval,96,0,0,0,1,1.5012
R95-ON,dirt-oval,97,0,0,1,4,0.879
R95-ON,dirt-oval,98,0,0,0,0,2.095
R95-ON,dirt-oval,99,0,0,0,1,0.1737
R95-ON,dirt-oval,100,0,0,0,1,0.3501
