track,racer,type,raceIdx,seed,runawayWinner,paradeFinish,leaderGapAt090Len,minLeadFrom090Len,winnerIdx,winnerIsLeaderAt090,paradeGroupSize,paradeNextGapLen,paradeSpeedSpread
dirt-oval,horse,closed,61,62,1,0,3.8346,3.8346,39,1,0,6.2781,
dirt-oval,horse,closed,62,63,1,0,5.1099,5.0768,19,1,0,6.3012,
dirt-oval,horse,closed,63,64,0,0,0.002,0,29,1,2,0.6904,
dirt-oval,horse,closed,64,65,0,0,1.1801,0.2547,8,1,0,0.7762,
dirt-oval,horse,closed,65,66,0,0,0.6801,0.1797,11,1,0,0.9797,
dirt-oval,horse,closed,66,67,1,0,4.4766,4.4766,13,1,0,6.2978,
dirt-oval,horse,closed,67,68,1,0,3.1317,3.1317,2,1,0,5.0569,
dirt-oval,horse,closed,68,69,0,0,0.2221,0.2221,23,1,0,0.875,
dirt-oval,horse,closed,69,70,0,0,1.1134,0,34,0,0,1.4996,
dirt-oval,horse,closed,70,71,1,0,4.6951,4.6951,38,1,0,5.1225,
dirt-oval,horse,closed,71,72,1,0,6.1797,6.1797,39,1,0,8.3859,
dirt-oval,horse,closed,72,73,0,0,1.4997,0.43,9,1,2,0.5656,
dirt-oval,horse,closed,73,74,0,0,1.1776,0.7936,14,1,0,1.7253,
dirt-oval,horse,closed,74,75,0,1,0.6593,0,23,0,3,3.5369,0.1009
dirt-oval,horse,closed,75,76,0,0,0.9416,0,3,0,0,0.8413,
dirt-oval,horse,closed,76,77,1,0,4.2702,4.1051,9,1,0,4.703,
dirt-oval,horse,closed,77,78,0,0,0.008,0,15,0,2,1.6916,
dirt-oval,horse,closed,78,79,1,0,5.5566,5.5566,8,1,0,7.7417,
dirt-oval,horse,closed,79,80,0,0,0.0426,0.0426,28,1,0,3.3145,
dirt-oval,horse,closed,80,81,0,0,1.4801,1.4801,21,1,0,4.5186,
dirt-oval,horse,closed,81,82,0,0,2.6594,2.6594,15,1,0,5.6486,
dirt-oval,horse,closed,82,83,0,0,0.9119,0,39,0,0,4.7739,
dirt-oval,horse,closed,83,84,0,0,1.1996,0.9862,25,1,0,0.9862,
dirt-oval,horse,closed,84,85,1,0,3.8281,3.8281,14,1,0,5.0765,
dirt-oval,horse,closed,85,86,1,0,4.5874,4.5874,31,1,0,5.8763,
dirt-oval,horse,closed,86,87,1,0,9.4163,8.7153,8,1,0,8.7153,
dirt-oval,horse,closed,87,88,1,0,7.647,7.6353,12,1,0,8.299,
dirt-oval,horse,closed,88,89,0,0,0.1378,0.1378,13,1,0,0.8256,
dirt-oval,horse,closed,89,90,0,0,1.1418,0,23,0,0,1.9122,
dirt-oval,horse,closed,90,91,0,0,0.0832,0,9,0,2,0.5159,
dirt-oval,horse,closed,91,92,1,0,5.3824,5.3824,21,1,0,5.6186,
dirt-oval,horse,closed,92,93,1,0,4.0069,4.0069,36,1,0,7.6533,
dirt-oval,horse,closed,93,94,0,0,0.4854,0,34,0,0,0.602,
dirt-oval,horse,closed,94,95,0,0,2.7721,0.8286,16,1,0,1.0274,
dirt-oval,horse,closed,95,96,0,0,1.1052,1.1052,15,1,0,1.4791,
dirt-oval,horse,closed,96,97,0,0,0.5549,0,13,0,0,1.1761,
dirt-oval,horse,closed,97,98,0,0,2.095,2.095,21,1,0,6.1284,
dirt-oval,horse,closed,98,99,0,0,1.7114,1.7114,19,1,0,2.2956,
dirt-oval,horse,closed,99,100,0,0,0.9012,0.8956,23,1,0,1.0061,
