arm,track,type,seed,finaleLeadChanges,deadFinale,gapP1P2,gapP2P3,duoEscape,deadDuoFinale,frontGroupAtLine,within3At090,leaderGapP2At090,leadChanges62,distinctLeaders62,p1Contest62,runaway,parade,winnerIsLeaderAt090
A8-G075,searound,closed,45,4,0,0.3168,0.8238,0,0,3,3,0.9177,1,2,0,0,0,1
A8-G075,searound,closed,46,1,0,3.8526,2.576,0,0,1,1,1.208,3,3,0,0,0,0
A8-G075,searound,closed,47,3,0,0.3423,0.8516,0,0,3,0,3.1184,2,3,0,0,0,1
A8-G075,searound,closed,48,2,0,4.8568,1.61,0,0,1,2,1.0849,3,4,1,0,0,1
A8-G075,searound,closed,49,0,1,1.5829,0.0871,0,0,4,6,0.2282,4,4,1,0,0,1
A8-G075,searound,closed,50,1,0,0.7093,0.0942,0,0,7,3,1.3619,3,3,1,0,0,0
A8-G075,searound,closed,51,2,0,0.5787,0.2628,0,0,10,7,1.0997,3,3,1,0,0,0
A8-G075,searound,closed,52,1,0,1.5195,0.6968,0,0,3,1,2.319,4,5,1,0,0,0
A8-G075,searound,closed,53,1,0,0.71,2.3824,0,0,2,1,2.871,2,3,0,0,0,1
A8-G075,searound,closed,54,3,0,0.6835,0.6266,0,0,4,3,0.2121,3,4,1,0,0,0
A8-G075,searound,closed,55,2,0,4.0296,0.9922,0,0,1,1,1.5275,4,5,1,0,0,0
A8-G075,searound,closed,56,1,0,1.4245,0.4898,0,0,3,4,0.9749,2,3,0,0,0,0
A8-G075,searound,closed,57,1,0,1.3267,0.2394,0,0,7,4,0.0127,3,4,1,0,0,0
A8-G075,searound,closed,58,3,0,1.6257,0.1613,0,0,7,6,0.3355,4,4,1,0,0,0
A8-G075,searound,closed,59,2,0,1.5517,5.9321,0,0,2,1,1.4995,2,3,0,0,0,1
A8-G075,searound,closed,60,1,0,1.5569,3.7443,0,0,2,2,1.0964,1,2,0,0,0,1
A8-G075,searound,closed,61,2,0,0.7526,2.6218,0,0,2,0,4.0213,2,3,0,0,0,0
A8-G075,searound,closed,62,2,0,3.7873,1.4721,0,0,1,2,0.9121,3,4,1,0,0,0
A8-G075,searound,closed,63,2,0,0.3919,0.7315,0,0,10,7,0.4339,2,3,0,0,0,0
A8-G075,searound,closed,64,1,0,1.4658,1.2484,0,0,3,1,1.7178,2,3,0,0,0,0
A8-G075,searound,closed,65,4,0,1.0025,0.4565,0,0,5,11,0.4185,11,5,1,0,0,0
A8-G075,searound,closed,66,0,1,1.7645,1.2696,0,0,2,2,0.8749,4,4,1,0,0,1
A8-G075,searound,closed,67,1,0,5.3064,2.6556,0,0,1,0,3.5186,3,3,1,1,0,1
A8-G075,searound,closed,68,2,0,1.2007,3.0477,0,0,2,2,1.5255,2,3,0,0,0,1
A8-G075,searound,closed,69,2,0,0.7918,0.983,0,0,3,1,1.5036,3,4,1,0,0,0
A8-G075,searound,closed,70,5,0,3.0872,0.8108,0,0,1,13,0.2896,5,4,0,0,0,0
A8-G075,searound,closed,71,1,0,0.9258,0.496,0,0,12,3,1.1111,5,5,1,0,0,0
A8-G075,searound,closed,72,1,0,0.256,1.5867,0,0,3,1,1.1951,1,2,0,0,0,1
A8-G075,searound,closed,73,1,0,0.9317,0.2606,0,0,3,1,1.7414,2,3,0,0,0,1
A8-G075,searound,closed,74,1,0,0.3722,0.8267,0,0,3,2,0.999,3,3,1,0,0,1
A8-G075,searound,closed,75,2,0,5.2804,4.3732,0,0,1,0,8.9112,1,2,0,1,0,1
A8-G075,searound,closed,76,3,0,0.0391,0.389,0,0,6,1,1.1945,4,5,1,0,0,1
A8-G075,searound,closed,77,2,0,2.1289,2.0855,0,0,2,1,2.5772,1,2,0,0,0,1
A8-G075,searound,closed,78,2,0,0.6852,0.1518,0,0,12,2,1.1982,1,2,0,0,0,1
A8-G075,searound,closed,79,1,0,3.0518,0.4841,0,0,1,3,1.3492,2,3,0,0,0,1
A8-G075,searound,closed,80,2,0,1.2212,0.791,0,0,7,10,0.8793,2,3,0,0,0,0
A8-G075,searound,closed,81,1,0,3.8084,1.9038,0,0,1,0,3.1924,2,3,0,1,0,1
A8-G075,searound,closed,82,0,1,0.7658,1.173,0,0,3,1,1.9561,1,2,0,0,0,1
A8-G075,searound,closed,83,3,0,0.9025,6.0102,0,0,2,1,0.286,3,4,0,0,0,0
A8-G075,searound,closed,84,4,0,0.1851,0.0953,0,0,7,3,1.5024,3,3,1,0,0,0
A8-G075,searound,closed,85,2,0,2.6861,0.3296,0,0,2,1,1.4983,1,2,0,0,0,1
A8-G075,searound,closed,86,1,0,3.8247,0.8352,0,0,1,14,0.5352,2,3,0,0,0,1
A8-G075,searound,closed,87,1,0,1.414,1.1556,0,0,3,3,2.2447,2,3,0,0,0,1
A8-G075,searound,closed,88,2,0,0.1061,1.4394,0,0,3,2,0.5365,1,2,0,0,0,1
A8-G075,searound,closed,89,2,0,0.0345,0.1033,0,0,10,2,2.5276,3,4,1,0,0,0
A8-G075,searound,closed,90,2,0,0.2714,0.8197,0,0,9,9,0.1778,4,4,1,0,0,1
A8-G075,searound,closed,91,2,0,1.4373,0.8491,0,0,8,7,1.6888,3,4,1,0,0,0
A8-G075,searound,closed,92,1,0,2.5192,1.7809,0,0,2,2,0.2025,2,3,0,0,0,0
A8-G075,searound,closed,93,1,0,2.0036,1.6084,0,0,2,4,1.0575,2,3,0,0,0,1
A8-G075,searound,closed,94,2,0,2.9936,1.0547,0,0,2,5,1.9841,4,5,1,0,0,1
A8-G075,searound,closed,95,1,0,1.5698,4.5206,0,0,2,0,6.9722,1,2,0,1,0,1
A8-G075,searound,closed,96,1,0,0.7864,3.2076,0,0,2,0,4.5057,2,3,0,0,0,1
A8-G075,searound,closed,97,2,0,1.1596,0.2326,0,0,7,5,0.1661,4,4,1,0,0,0
A8-G075,searound,closed,98,2,0,4.124,0.883,0,0,1,3,1.5944,4,4,1,0,0,1
A8-G075,searound,closed,99,1,0,0.2355,0.5945,0,0,6,8,0.2453,3,4,1,0,0,0
A8-G075,searound,closed,100,1,0,0.8837,1.1046,0,0,3,0,4.5844,1,2,0,0,0,0
A8-G075,dirt-oval,closed,1,3,0,0.318,0.8052,0,0,15,11,0.6711,3,4,1,0,0,0
A8-G075,dirt-oval,closed,2,2,0,1.5154,0.4621,0,0,8,6,0.6469,3,4,1,0,0,0
A8-G075,dirt-oval,closed,3,1,0,0.6892,0.5107,0,0,3,2,1.8464,3,3,1,0,0,1
A8-G075,dirt-oval,closed,4,0,1,3.4252,0.1527,0,0,1,1,1.8518,2,3,0,0,0,1
A8-G075,dirt-oval,closed,5,1,0,1.5234,1.9786,0,0,2,7,1.2627,6,4,1,0,0,0
A8-G075,dirt-oval,closed,6,2,0,0.0709,1.5348,0,0,13,5,1.5287,5,5,1,0,0,0
A8-G075,dirt-oval,closed,7,2,0,0.7678,1.428,0,0,6,1,1.1985,2,3,0,0,0,0
A8-G075,dirt-oval,closed,8,2,0,4.1057,0.4317,0,0,1,4,1.1207,3,3,1,0,0,0
A8-G075,dirt-oval,closed,9,5,0,0.1693,0.0092,0,0,22,15,0.1896,8,6,1,0,0,0
A8-G075,dirt-oval,closed,10,2,0,0.4173,0.1401,0,0,15,14,0.1656,4,4,1,0,0,0
A8-G075,dirt-oval,closed,11,1,0,1.5251,0.2402,0,0,3,3,0.2796,4,3,1,0,0,0
A8-G075,dirt-oval,closed,12,1,0,0.8973,1.499,0,0,3,3,0.959,2,3,0,0,0,1
A8-G075,dirt-oval,closed,13,4,0,1.5548,1.1125,0,0,3,12,0.268,2,3,0,0,0,0
A8-G075,dirt-oval,closed,14,1,0,0.5998,0.9374,0,0,3,2,2.769,5,5,1,0,0,0
A8-G075,dirt-oval,closed,15,3,0,2.006,0.2853,0,0,3,3,1.232,3,4,1,0,0,0
A8-G075,dirt-oval,closed,16,3,0,0.8085,0.1757,0,0,8,5,0.2012,4,4,1,0,0,0
A8-G075,dirt-oval,closed,17,3,0,3.0856,1.5923,0,0,1,1,1.2005,2,3,0,0,0,0
A8-G075,dirt-oval,closed,18,3,0,0.0441,0.8968,0,0,11,11,0.2318,11,6,1,0,0,0
A8-G075,dirt-oval,closed,19,1,0,0.4967,0.5073,0,0,4,3,1.4594,4,3,1,0,0,0
A8-G075,dirt-oval,closed,20,3,0,4.2836,1.502,0,0,1,2,0.2568,3,4,1,0,0,0
A8-G075,dirt-oval,closed,21,2,0,2.0037,1.1999,0,0,2,1,1.1996,2,3,0,0,0,0
A8-G075,dirt-oval,closed,22,1,0,0.3226,2.6801,1,0,2,2,2.6193,2,3,0,0,0,0
A8-G075,dirt-oval,closed,23,2,0,0.4025,0.3232,0,0,3,0,4.6851,3,4,1,0,1,0
A8-G075,dirt-oval,closed,24,0,1,1.1988,1.8823,0,0,2,7,1.3375,2,3,0,0,0,1
A8-G075,dirt-oval,closed,25,3,0,0.2478,0.4835,0,0,10,6,0.1017,4,4,1,0,0,0
A8-G075,dirt-oval,closed,26,1,0,1.1869,0.3126,0,0,5,6,0.1483,3,3,0,0,0,0
A8-G075,dirt-oval,closed,27,2,0,1.2285,0.0644,0,0,5,3,1.0215,3,3,1,0,0,0
A8-G075,dirt-oval,closed,28,0,1,0.5443,0.2399,0,0,8,7,0.0623,8,5,1,0,0,1
A8-G075,dirt-oval,closed,29,0,1,3.9125,1.1097,0,0,1,1,1.8584,2,3,0,0,0,1
A8-G075,dirt-oval,closed,30,1,0,1.6138,1.1358,0,0,4,7,0.8527,3,4,1,0,0,0
A8-G075,dirt-oval,closed,31,1,0,5.6057,1.1277,0,0,1,6,0.0197,2,3,0,0,0,1
A8-G075,dirt-oval,closed,32,4,0,0.329,0.3462,0,0,8,3,1.5069,5,4,1,0,0,0
A8-G075,dirt-oval,closed,33,2,0,0.1829,0.6063,0,0,4,2,0.3074,3,4,0,0,0,0
A8-G075,dirt-oval,closed,34,0,1,2.6518,0.1806,0,0,3,3,0.4071,6,4,1,0,0,1
A8-G075,dirt-oval,closed,35,1,0,0.5794,3.3843,1,0,2,0,3.7748,2,3,0,0,0,1
A8-G075,dirt-oval,closed,36,1,0,5.1857,0.3039,0,0,1,2,1.529,1,2,0,0,0,1
A8-G075,dirt-oval,closed,37,1,0,1.2844,0.3853,0,0,4,3,0.0073,3,2,0,0,0,0
A8-G075,dirt-oval,closed,38,0,1,1.1995,0.2772,0,0,3,2,1.3176,3,4,1,0,0,1
A8-G075,dirt-oval,closed,39,3,0,0.8474,0.8011,0,0,3,2,0.9454,4,4,1,0,0,1
A8-G075,dirt-oval,closed,40,2,0,0.9078,0.1379,0,0,8,3,1.8565,7,4,1,0,0,1
A8-G075,dirt-oval,closed,41,3,0,1.0271,0.4487,0,0,4,5,0.3711,4,3,1,0,0,1
A8-G075,dirt-oval,closed,42,1,0,0.4442,0.4286,0,0,5,2,1.3626,4,5,1,0,0,0
A8-G075,dirt-oval,closed,43,4,0,1.1598,0.2346,0,0,4,7,0.2428,2,3,0,0,0,0
A8-G075,dirt-oval,closed,44,4,0,0.7457,0.532,0,0,6,4,0.3167,3,4,1,0,0,0
A8-G075,dirt-oval,closed,45,3,0,1.0835,0.1149,0,0,8,10,0.2955,3,4,1,0,0,0
A8-G075,dirt-oval,closed,46,1,0,0.725,1.6257,0,0,5,3,0.6789,3,3,1,0,0,0
A8-G075,dirt-oval,closed,47,2,0,1.3099,0.1686,0,0,9,10,0.1719,4,4,1,0,0,1
A8-G075,dirt-oval,closed,48,0,1,3.7104,0.4264,0,0,1,3,0.697,4,3,1,0,0,1
A8-G075,dirt-oval,closed,49,1,0,0.4989,0.9274,0,0,9,7,0.5405,2,3,0,0,0,1
A8-G075,dirt-oval,closed,50,1,0,2.7105,0.8894,0,0,2,3,1.3594,1,2,0,0,0,0
A8-G075,dirt-oval,closed,51,2,0,3.5033,0.6077,0,0,1,3,0.2229,4,5,1,0,0,1
A8-G075,dirt-oval,closed,52,1,0,1.5014,1.587,0,0,2,2,0.1475,3,4,1,0,0,1
A8-G075,dirt-oval,closed,53,3,0,1.2303,0.8247,0,0,5,7,0.7907,7,5,1,0,0,0
A8-G075,dirt-oval,closed,54,3,0,2.0574,0.1153,0,0,5,8,1.3821,7,6,1,0,0,0
A8-G075,dirt-oval,closed,55,2,0,0.6824,0.0069,0,0,6,6,0.5768,4,4,1,0,0,0
A8-G075,dirt-oval,closed,56,2,0,1.5007,3.5422,0,0,2,9,0.1966,3,4,1,0,0,1
A8-G075,dirt-oval,closed,57,3,0,0.7752,0.694,0,0,5,2,0.0976,5,4,1,0,0,0
A8-G075,dirt-oval,closed,58,1,0,1.2001,1.4468,0,0,3,3,0.7637,7,5,1,0,0,1
A8-G075,dirt-oval,closed,59,2,0,1.2036,0.1731,0,0,9,4,1.1382,2,3,0,0,0,0
A8-G075,dirt-oval,closed,60,2,0,1.3979,1.5007,0,0,3,4,0.4481,1,2,0,0,0,0
A8-G075,dirt-oval,closed,61,3,0,1.2081,0.3653,0,0,6,8,0.0902,6,4,0,0,0,0
A8-G075,dirt-oval,closed,62,3,0,0.8599,1.6813,0,0,3,2,0.4374,4,5,1,0,0,1
A8-G075,dirt-oval,closed,63,1,0,0.1553,0.6258,0,0,21,7,1.103,2,3,0,0,0,1
A8-G075,dirt-oval,closed,64,2,0,0.7537,0.5847,0,0,3,4,0.303,5,4,1,0,0,0
A8-G075,dirt-oval,closed,65,1,0,0.5078,0.4017,0,0,8,7,0.415,3,3,1,0,0,1
A8-G075,dirt-oval,closed,66,1,0,1.4576,0.2875,0,0,7,2,2.5248,3,4,1,0,0,0
A8-G075,dirt-oval,closed,67,2,0,0.9632,0.5959,0,0,8,1,2.7317,4,3,1,0,0,0
A8-G075,dirt-oval,closed,68,3,0,1.8315,0.2207,0,0,9,10,0.6937,1,2,0,0,0,0
A8-G075,dirt-oval,closed,69,1,0,0.6033,0.575,0,0,5,4,0.3599,5,3,1,0,0,0
A8-G075,dirt-oval,closed,70,0,1,1.452,1.3248,0,0,3,5,1.3701,4,4,1,0,0,1
A8-G075,dirt-oval,closed,71,1,0,0.9891,2.4962,0,0,2,6,1.0558,2,3,0,0,0,1
A8-G075,dirt-oval,closed,72,2,0,0.471,0.4756,0,0,11,10,0.5241,4,3,1,0,0,0
A8-G075,dirt-oval,closed,73,3,0,1.0895,1.2199,0,0,3,2,0.0226,5,5,1,0,0,0
A8-G075,dirt-oval,closed,74,3,0,0.3602,0.6683,0,0,8,2,0.8649,3,3,1,0,0,0
A8-G075,dirt-oval,closed,75,2,0,0.3493,0.8492,0,0,3,3,0.4404,6,5,1,0,0,1
A8-G075,dirt-oval,closed,76,1,0,2.4879,0.5554,0,0,2,1,1.1661,6,5,1,0,0,0
A8-G075,dirt-oval,closed,77,2,0,1.199,1.5014,0,0,4,2,1.4991,2,3,0,0,0,1
A8-G075,dirt-oval,closed,78,2,0,0.3211,0.9351,0,0,3,2,0.142,5,3,1,0,0,1
A8-G075,dirt-oval,closed,79,3,0,0.5121,1.0228,0,0,3,2,0.5808,2,3,0,0,0,0
A8-G075,dirt-oval,closed,80,3,0,1.505,0.2026,0,0,5,1,2.0154,3,3,1,0,0,0
A8-G075,dirt-oval,closed,81,0,1,1.2872,0.211,0,0,5,1,1.8903,5,5,0,0,0,1
A8-G075,dirt-oval,closed,82,0,1,0.933,0.157,0,0,3,2,0.9051,3,4,1,0,0,1
A8-G075,dirt-oval,closed,83,2,0,4.8643,0.3353,0,0,1,6,0.7744,2,3,0,0,0,1
A8-G075,dirt-oval,closed,84,2,0,2.919,1.2055,0,0,2,2,0.5352,4,4,1,0,0,0
A8-G075,dirt-oval,closed,85,1,0,0.432,0.3628,0,0,6,4,0.1854,4,3,1,0,0,0
A8-G075,dirt-oval,closed,86,2,0,0.0536,0.1938,0,0,12,8,1.3092,3,4,1,0,0,0
A8-G075,dirt-oval,closed,87,3,0,0.3708,0.4747,0,0,11,9,0.228,5,4,1,0,0,1
A8-G075,dirt-oval,closed,88,2,0,2.4708,0.3215,0,0,3,10,1.2669,2,3,0,0,0,0
A8-G075,dirt-oval,closed,89,0,1,0.4017,0.6165,0,0,3,3,0.9778,2,3,0,0,0,1
A8-G075,dirt-oval,closed,90,2,0,1.7658,0.4507,0,0,8,6,1.4621,7,6,1,0,0,0
A8-G075,dirt-oval,closed,91,2,0,0.5609,1.3313,0,0,3,4,1.1507,5,6,1,0,0,0
A8-G075,dirt-oval,closed,92,2,0,1.6742,0.7561,0,0,3,3,1.3459,3,4,1,0,0,0
A8-G075,dirt-oval,closed,93,2,0,4.4008,0.5744,0,0,1,3,0.2991,3,4,1,0,0,0
A8-G075,dirt-oval,closed,94,1,0,0.9128,1.7466,0,0,3,4,0.9554,3,4,1,0,0,0
A8-G075,dirt-oval,closed,95,3,0,0.5308,1.0374,0,0,3,0,4.4666,5,5,1,0,0,0
A8-G075,dirt-oval,closed,96,2,0,4.4558,0.98,0,0,1,1,0.5996,2,3,0,0,0,1
A8-G075,dirt-oval,closed,97,1,0,1.4717,1.9633,0,0,2,1,1.982,3,4,1,0,0,0
A8-G075,dirt-oval,closed,98,1,0,2.3167,0.1234,0,0,3,4,1.9431,3,4,1,0,0,0
A8-G075,dirt-oval,closed,99,0,1,0.4765,1.5582,0,0,3,4,0.9248,3,4,1,0,0,1
A8-G075,dirt-oval,closed,100,4,0,1.6287,0.9116,0,0,5,1,1.8766,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,1,3,0,0.7466,0.7497,0,0,13,12,0.7074,3,4,1,0,0,1
A0-GR-G150,luger-hill,open,2,1,0,1.6059,0.0955,0,0,3,2,2.3349,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,3,3,0,1.2267,1.2061,0,0,3,2,2.2599,1,2,0,0,0,0
A0-GR-G150,luger-hill,open,4,0,1,0.8369,2.5557,0,0,2,1,0.3821,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,5,3,0,1.4711,1.625,0,0,2,2,1.4963,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,6,2,0,1.5629,1.5938,0,0,2,1,1.1971,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,7,2,0,0.2261,1.2724,0,0,7,6,0.1373,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,8,0,1,2.046,0.4849,0,0,3,0,4.0216,2,3,0,1,0,1
A0-GR-G150,luger-hill,open,9,0,1,1.6415,1.4698,0,0,2,4,0.6631,5,5,1,0,0,1
A0-GR-G150,luger-hill,open,10,1,0,3.9402,4.0247,0,0,1,0,4.9212,1,2,0,1,0,1
A0-GR-G150,luger-hill,open,11,3,0,1.4239,2.0541,0,0,2,2,1.1998,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,12,1,0,2.7072,0.2007,0,0,3,1,2.6543,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,13,4,0,1.3943,0.1569,0,0,5,7,0.0587,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,14,1,0,0.7779,0.352,0,0,9,11,0.0321,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,15,2,0,0.0105,0.5208,0,0,6,3,1.1386,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,16,3,0,1.1726,3.6062,0,0,2,1,2.822,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,17,3,0,0.7779,1.356,0,0,3,2,2.0973,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,18,1,0,2.1055,0.7935,0,0,4,4,2.1611,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,19,1,0,2.2819,0.4896,0,0,3,6,1.6823,6,6,0,0,0,1
A0-GR-G150,luger-hill,open,20,2,0,0.4851,0.331,0,0,7,6,0.9206,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,21,1,0,0.3427,1.556,0,0,3,2,1.933,0,1,0,0,0,1
A0-GR-G150,luger-hill,open,22,2,0,0.2296,0.3398,0,0,16,12,0.6328,5,4,1,0,0,0
A0-GR-G150,luger-hill,open,23,2,0,2.1822,0.2564,0,0,3,8,0.5233,4,5,1,0,0,1
A0-GR-G150,luger-hill,open,24,2,0,1.4847,0.6523,0,0,7,0,3.1572,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,25,3,0,3.8015,1.5102,0,0,1,0,3.0216,2,3,0,1,0,1
A0-GR-G150,luger-hill,open,26,0,1,4.7863,0.9194,0,0,1,0,5.1275,2,3,0,1,0,1
A0-GR-G150,luger-hill,open,27,0,1,1.4793,0.2361,0,0,4,7,0.1985,4,4,1,0,0,1
A0-GR-G150,luger-hill,open,28,1,0,0.8234,0.1418,0,0,4,3,0.5177,6,5,1,0,0,0
A0-GR-G150,luger-hill,open,29,0,1,0.8653,1.4022,0,0,3,2,0.2689,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,30,1,0,1.0007,0.0262,0,0,6,3,1.2362,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,31,1,0,1.8786,0.6071,0,0,3,16,1.2258,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,32,3,0,0.3069,0.0267,0,0,10,7,0.2911,4,4,1,0,0,1
A0-GR-G150,luger-hill,open,33,0,1,4.3906,0.7056,0,0,1,0,4.6906,2,3,0,1,0,1
A0-GR-G150,luger-hill,open,34,0,1,0.0934,0.6414,0,0,5,5,0.5745,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,35,4,0,0.7361,0.0309,0,0,10,9,0.5821,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,36,1,0,0.2906,0.0774,0,0,9,6,0.8839,5,5,0,0,0,1
A0-GR-G150,luger-hill,open,37,2,0,4.2356,0.8206,0,0,1,1,2.3679,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,38,1,0,3.053,2.0591,0,0,1,1,2.0582,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,39,2,0,0.8848,1.7568,0,0,3,2,1.6658,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,40,3,0,0.6117,0.646,0,0,5,4,0.5394,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,41,1,0,0.6796,0.1222,0,0,4,2,0.5222,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,42,1,0,1.8253,0.7046,0,0,3,1,2.4107,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,43,0,1,1.5003,1.877,0,0,2,1,1.7863,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,44,0,1,1.0098,0.277,0,0,7,5,1.3373,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,45,3,0,1.0341,2.1034,0,0,2,0,3.2894,1,2,0,1,0,1
A0-GR-G150,luger-hill,open,46,1,0,0.6392,1.6744,1,0,3,4,0.9854,4,4,1,0,0,1
A0-GR-G150,luger-hill,open,47,5,0,1.2121,0.0487,0,0,4,4,0.0217,5,5,1,0,0,0
A0-GR-G150,luger-hill,open,48,0,1,1.9719,2.824,0,0,2,1,1.7237,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,49,3,0,2.9747,1.3637,0,0,2,1,1.6744,3,4,1,0,0,1
A0-GR-G150,luger-hill,open,50,0,1,0.372,0.7843,0,0,3,2,0.8075,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,51,0,1,1.1995,1.0006,0,0,3,5,1.0395,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,52,1,0,0.2644,0.1246,0,0,5,7,0.2327,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,53,2,0,0.9571,1.5266,0,0,4,10,1.0722,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,54,0,1,2.757,0.1185,0,0,3,0,3.0015,2,3,0,1,0,1
A0-GR-G150,luger-hill,open,55,2,0,1.2001,1.0107,0,0,4,5,0.5005,5,5,0,0,0,0
A0-GR-G150,luger-hill,open,56,3,0,3.473,0.6482,0,0,1,5,0.5298,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,57,1,0,0.3144,0.1679,0,0,10,8,1.2683,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,58,1,0,0.8301,0.2987,0,0,11,10,0.2808,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,59,5,0,0.0986,0.0936,0,0,22,13,0.0296,4,4,1,0,0,0
A0-GR-G150,luger-hill,open,60,3,0,0.4074,0.0531,0,0,14,11,0.0966,3,3,1,0,0,0
A0-GR-G150,luger-hill,open,61,0,1,1.5812,1.7041,0,0,2,1,2.1635,3,4,1,0,0,1
A0-GR-G150,luger-hill,open,62,0,1,3.8982,1.3802,0,0,1,2,2.0507,4,4,0,0,0,1
A0-GR-G150,luger-hill,open,63,2,0,0.2261,1.4661,0,0,9,4,0.5072,3,3,1,0,0,0
A0-GR-G150,luger-hill,open,64,2,0,0.034,1.1511,0,0,8,1,2.3195,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,65,2,0,2.6926,1.5996,0,0,2,1,2.3533,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,66,2,0,0.079,0.5664,0,0,9,6,1.4817,3,3,0,0,0,1
A0-GR-G150,luger-hill,open,67,1,0,1.1556,0.9274,0,0,3,2,1.4101,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,68,1,0,0.7525,0.0909,0,0,4,2,0.8654,7,5,1,0,0,0
A0-GR-G150,luger-hill,open,69,2,0,0.2603,1.2782,0,0,4,0,3.2649,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,70,4,0,0.2818,0.0711,0,0,30,23,0.0544,5,5,1,0,0,0
A0-GR-G150,luger-hill,open,71,2,0,0.9859,1.4287,0,0,3,4,0.6382,3,4,1,0,0,1
A0-GR-G150,luger-hill,open,72,1,0,1.0622,1.4984,0,0,3,2,1.7497,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,73,0,1,0.8507,1.5899,0,0,3,2,0.2507,3,4,1,0,0,1
A0-GR-G150,luger-hill,open,74,3,0,0.7381,0.0259,0,0,13,11,1.1279,3,4,1,0,0,0
A0-GR-G150,luger-hill,open,75,3,0,0.5158,2.1839,1,0,3,1,0.3578,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,76,0,1,4.1446,3.8587,0,0,1,1,2.5867,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,77,0,1,1.4849,0.5912,0,0,4,7,0.9285,4,5,1,0,0,1
A0-GR-G150,luger-hill,open,78,2,0,1.7784,1.543,0,0,2,2,1.6263,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,79,0,1,0.1839,1.4587,0,0,6,7,0.3711,5,5,1,0,0,1
A0-GR-G150,luger-hill,open,80,2,0,0.8838,1.5492,0,0,3,1,2.2086,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,81,0,1,1.8781,0.2849,0,0,3,1,0.9364,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,82,2,0,0.4912,5.2165,1,0,2,1,1.1941,2,3,0,0,1,1
A0-GR-G150,luger-hill,open,83,1,0,2.1517,0.684,0,0,4,3,1.4435,4,4,1,0,0,1
A0-GR-G150,luger-hill,open,84,3,0,3.0088,0.5859,0,0,1,2,1.9351,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,85,2,0,1.3069,2.5661,0,0,2,2,1.081,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,86,1,0,1.0178,1.5192,0,0,3,0,3.5925,2,3,0,1,0,1
A0-GR-G150,luger-hill,open,87,1,0,1.2566,1.5547,0,0,3,2,0.4616,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,88,3,0,0.5585,0.4973,0,0,3,5,0.0679,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,89,1,0,0.1402,1.2292,0,0,3,1,2.5294,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,90,0,1,2.7725,0.4862,0,0,2,4,1.553,4,4,1,0,0,1
A0-GR-G150,luger-hill,open,91,2,0,0.7105,3.6983,0,0,2,0,3.2238,1,2,0,0,0,1
