arm,track,type,seed,finaleLeadChanges,deadFinale,gapP1P2,gapP2P3,duoEscape,deadDuoFinale,frontGroupAtLine,within3At090,leaderGapP2At090,leadChanges62,distinctLeaders62,p1Contest62,runaway,parade,winnerIsLeaderAt090
A0-GR-G150,luger-hill,open,92,0,1,3.4516,0.532,0,0,1,1,1.9916,1,2,0,0,0,1
A0-GR-G150,luger-hill,open,93,0,1,2.8012,0.2552,0,0,2,0,3.4236,5,4,1,1,0,1
A0-GR-G150,luger-hill,open,94,0,1,2.6618,1.1519,0,0,2,1,1.6057,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,95,1,0,2.936,1.7909,0,0,2,4,1.3881,6,6,1,0,0,1
A0-GR-G150,luger-hill,open,96,2,0,1.4464,0.9474,0,0,5,5,0.3704,2,3,0,0,0,0
A0-GR-G150,luger-hill,open,97,1,0,3.1035,0.7762,0,0,1,0,3.2041,2,3,0,1,0,1
A0-GR-G150,luger-hill,open,98,2,0,1.5021,0.5222,0,0,4,3,0.5496,4,5,1,0,0,1
A0-GR-G150,luger-hill,open,99,2,0,0.5194,0.4369,0,0,3,2,1.1939,2,3,0,0,0,1
A0-GR-G150,luger-hill,open,100,0,1,1.122,0.702,0,0,3,5,0.6321,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,1,1,0,2.5806,1.2401,0,0,2,0,7.3231,4,5,0,1,0,1
A0-GR-G150,mountainstreet,open,2,1,0,3.6461,1.9015,0,0,1,6,2.031,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,3,0,1,1.0844,4.0738,0,0,2,2,0.0861,4,5,1,0,0,1
A0-GR-G150,mountainstreet,open,4,1,0,0.374,1.5176,0,0,3,2,0.496,3,3,0,0,0,0
A0-GR-G150,mountainstreet,open,5,0,1,1.1164,0.5533,0,0,3,2,0.2282,4,3,1,0,0,1
A0-GR-G150,mountainstreet,open,6,1,0,0.0144,0.5475,0,0,3,1,1.6928,3,4,0,0,0,0
A0-GR-G150,mountainstreet,open,7,3,0,1.0247,0.1782,0,0,8,0,3.2336,5,6,1,0,0,0
A0-GR-G150,mountainstreet,open,8,2,0,1.1583,0.2596,0,0,3,2,1.4792,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,9,1,0,3.2577,1.5031,0,0,1,1,1.5149,3,4,0,0,0,1
A0-GR-G150,mountainstreet,open,10,4,0,0.4794,0.1852,0,0,4,3,0.8578,3,3,1,0,0,0
A0-GR-G150,mountainstreet,open,11,0,1,3.9865,0.3957,0,0,1,0,4.8481,1,2,0,1,0,1
A0-GR-G150,mountainstreet,open,12,2,0,3.1488,0.4875,0,0,1,1,1.1019,1,2,0,0,0,1
A0-GR-G150,mountainstreet,open,13,1,0,2.2916,0.4442,0,0,3,4,0.0987,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,14,1,0,2.8755,3.0791,0,0,2,0,9.1614,2,3,0,1,0,1
A0-GR-G150,mountainstreet,open,15,3,0,0.297,0.8012,0,0,7,5,0.5493,4,4,1,0,0,0
A0-GR-G150,mountainstreet,open,16,0,1,1.6939,0.4564,0,0,3,2,1.616,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,17,1,0,0.0689,0.346,0,0,6,5,0.1882,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,18,3,0,0.2486,0.8722,0,0,12,4,1.8278,5,6,1,0,0,1
A0-GR-G150,mountainstreet,open,19,0,1,1.6271,0.3951,0,0,9,9,0.322,3,4,1,0,0,1
A0-GR-G150,mountainstreet,open,20,1,0,0.4177,0.589,0,0,4,1,1.1172,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,21,0,1,1.4747,3.3942,0,0,2,2,1.9032,3,3,0,0,0,1
A0-GR-G150,mountainstreet,open,22,2,0,1.5038,1.8147,0,0,2,2,1.3361,4,4,1,0,0,1
A0-GR-G150,mountainstreet,open,23,4,0,0.4032,0.6383,0,0,4,3,0.1093,5,5,0,0,0,0
A0-GR-G150,mountainstreet,open,24,0,1,1.5018,2.2225,0,0,2,2,1.5001,0,1,0,0,0,1
A0-GR-G150,mountainstreet,open,25,1,0,1.4109,1.2035,0,0,3,3,0.2617,3,4,1,0,0,1
A0-GR-G150,mountainstreet,open,26,0,1,1.3667,0.633,0,0,5,4,0.6334,3,3,0,0,0,1
A0-GR-G150,mountainstreet,open,27,1,0,1.2968,0.3839,0,0,6,8,1.1517,0,1,0,0,0,1
A0-GR-G150,mountainstreet,open,28,1,0,1.1281,1.4439,0,0,3,1,1.0527,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,29,1,0,1.43,5.8116,0,0,2,2,1.6261,3,3,1,0,0,1
A0-GR-G150,mountainstreet,open,30,3,0,0.7231,0.4815,0,0,8,11,0.1735,6,6,1,0,0,0
A0-GR-G150,mountainstreet,open,31,3,0,1.4089,4.5577,0,0,2,2,1.7762,3,4,1,0,0,0
A0-GR-G150,mountainstreet,open,32,2,0,2.5807,2.872,0,0,2,1,2.3469,1,2,0,0,0,1
A0-GR-G150,mountainstreet,open,33,2,0,0.2402,3.9397,1,0,2,1,2.8198,6,5,1,0,1,0
A0-GR-G150,mountainstreet,open,34,1,0,0.6839,1.2723,0,0,3,2,0.9474,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,35,2,0,2.9353,0.125,0,0,2,1,0.0469,4,4,0,0,0,1
A0-GR-G150,mountainstreet,open,36,3,0,0.4593,1.1601,0,0,8,3,1.2777,7,5,1,0,0,0
A0-GR-G150,mountainstreet,open,37,2,0,0.9942,0.7234,0,0,5,2,0.3389,3,3,0,0,0,0
A0-GR-G150,mountainstreet,open,38,1,0,4.3955,0.2546,0,0,1,5,2.0906,2,3,0,0,0,0
A0-GR-G150,mountainstreet,open,39,2,0,0.5764,2.0966,1,0,4,5,1.3237,5,5,1,0,0,0
A0-GR-G150,mountainstreet,open,40,2,0,0.7613,2.9391,0,0,2,0,4.1957,1,2,0,0,0,1
A0-GR-G150,mountainstreet,open,41,1,0,2.5585,1.3249,0,0,2,6,0.4427,2,3,0,0,0,0
A0-GR-G150,mountainstreet,open,42,2,0,1.1994,4.4986,0,0,2,1,0.3548,2,3,0,0,0,0
A0-GR-G150,mountainstreet,open,43,2,0,0.8662,1.1756,0,0,3,2,1.1655,4,4,1,0,0,0
A0-GR-G150,mountainstreet,open,44,1,0,0.4588,1.924,1,0,3,1,2.9764,3,4,1,0,0,1
A0-GR-G150,mountainstreet,open,45,2,0,1.893,0.3514,0,0,3,0,3.1676,3,4,1,0,0,0
A0-GR-G150,mountainstreet,open,46,0,1,1.0597,0.8782,0,0,3,7,0.8308,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,47,0,1,1.5143,1.2903,0,0,3,3,1.2624,3,4,0,0,0,1
A0-GR-G150,mountainstreet,open,48,2,0,1.1008,1.1198,0,0,7,5,1.1955,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,49,1,0,0.1944,0.6495,0,0,5,4,1.12,4,5,1,0,0,0
A0-GR-G150,mountainstreet,open,50,3,0,0.1482,0.3667,0,0,4,2,0.5039,3,4,1,0,0,0
A0-GR-G150,mountainstreet,open,51,0,1,2.3617,0.5409,0,0,3,5,0.9849,3,4,0,0,0,1
A0-GR-G150,mountainstreet,open,52,1,0,1.4716,1.5045,0,0,3,5,1.0652,3,4,1,0,0,0
A0-GR-G150,mountainstreet,open,53,2,0,0.6239,0.2775,0,0,11,8,1.1983,4,5,1,0,0,0
A0-GR-G150,mountainstreet,open,54,2,0,0.393,1.7202,1,0,3,1,2.7566,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,55,2,0,4.5115,4.7108,0,0,1,0,3.0877,3,4,1,1,0,1
A0-GR-G150,mountainstreet,open,56,2,0,0.2401,0.1432,0,0,8,9,0.2548,12,8,1,0,0,0
A0-GR-G150,mountainstreet,open,57,2,0,0.0251,0.6197,0,0,4,1,1.9443,5,4,1,0,0,0
A0-GR-G150,mountainstreet,open,58,0,1,1.8365,0.3934,0,0,3,1,1.2016,1,2,0,0,0,1
A0-GR-G150,mountainstreet,open,59,1,0,0.8993,1.4377,0,0,3,2,1.5978,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,60,2,0,2.3002,2.7544,0,0,2,2,1.3635,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,61,1,0,1.1982,0.8521,0,0,3,2,0.8202,1,2,0,0,0,1
A0-GR-G150,mountainstreet,open,62,0,1,1.2745,2.723,0,0,2,2,1.4208,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,63,5,0,2.4942,1.1098,0,0,2,14,0.0001,4,5,1,0,0,0
A0-GR-G150,mountainstreet,open,64,2,0,1.6698,0.5626,0,0,3,8,0.3428,4,5,1,0,0,0
A0-GR-G150,mountainstreet,open,65,0,1,2.2272,1.6432,0,0,2,2,2.7794,5,5,1,0,0,1
A0-GR-G150,mountainstreet,open,66,3,0,0.889,1.0368,0,0,3,1,0.9681,4,4,0,0,0,0
A0-GR-G150,mountainstreet,open,67,1,0,0.4491,0.8464,0,0,10,8,0.5356,9,7,1,0,0,1
A0-GR-G150,mountainstreet,open,68,3,0,1.5032,0.3845,0,0,7,6,0.0209,6,6,1,0,0,0
A0-GR-G150,mountainstreet,open,69,0,1,0.1734,5.3883,1,1,2,3,1.1824,2,3,0,0,1,1
A0-GR-G150,mountainstreet,open,70,5,0,0.985,0.7763,0,0,7,7,0.1879,6,7,1,0,0,0
A0-GR-G150,mountainstreet,open,71,2,0,1.1158,0.6392,0,0,6,5,0.4413,2,2,0,0,0,1
A0-GR-G150,mountainstreet,open,72,1,0,0.0953,0.4478,0,0,4,0,5.3527,2,3,0,0,0,0
A0-GR-G150,mountainstreet,open,73,4,0,0.6275,0.5125,0,0,6,4,0.533,3,3,0,0,0,0
A0-GR-G150,mountainstreet,open,74,1,0,0.633,0.3599,0,0,9,1,2.3111,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,75,2,0,2.3423,2.2136,0,0,2,1,2.5624,4,5,0,0,0,1
A0-GR-G150,mountainstreet,open,76,1,0,0.3973,0.0732,0,0,15,10,0.9389,6,5,1,0,0,0
A0-GR-G150,mountainstreet,open,77,3,0,0.7922,0.4839,0,0,9,9,0.2758,8,5,1,0,0,0
A0-GR-G150,mountainstreet,open,78,2,0,1.3571,0.9874,0,0,6,4,1.2108,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,79,0,1,1.407,0.7731,0,0,9,7,0.391,3,4,1,0,0,1
A0-GR-G150,mountainstreet,open,80,2,0,3.2477,0.75,0,0,1,0,4.38,2,3,0,1,0,1
A0-GR-G150,mountainstreet,open,81,0,1,2.158,1.4941,0,0,2,2,1.2928,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,82,1,0,2.2705,0.4902,0,0,3,6,0.4197,3,4,1,0,0,0
A0-GR-G150,mountainstreet,open,83,1,0,0.3053,0.7431,0,0,8,6,0.5953,9,5,1,0,0,0
A0-GR-G150,mountainstreet,open,84,0,1,4.167,0.3864,0,0,1,2,0.1513,5,4,1,0,0,1
A0-GR-G150,mountainstreet,open,85,4,0,1.5527,0.039,0,0,3,4,0.7938,3,3,1,0,0,0
A0-GR-G150,mountainstreet,open,86,1,0,0.8422,0.4057,0,0,8,6,0.694,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,87,2,0,2.513,1.33,0,0,2,1,2.4997,4,5,1,0,0,0
A0-GR-G150,mountainstreet,open,88,0,1,2.5019,0.5862,0,0,2,5,1.607,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,89,2,0,7.6902,0.3802,0,0,1,1,2.7747,3,3,0,0,0,1
A0-GR-G150,mountainstreet,open,90,2,0,0.9023,0.2956,0,0,3,3,0.773,4,5,1,0,0,0
A0-GR-G150,mountainstreet,open,91,1,0,1.0645,6.821,0,0,2,1,2.1097,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,92,4,0,0.2228,1.201,0,0,4,2,1.4755,7,6,1,0,0,0
A0-GR-G150,mountainstreet,open,93,2,0,1.1109,2.0166,0,0,2,2,2.1678,3,4,1,0,0,0
A0-GR-G150,mountainstreet,open,94,1,0,3.0589,2.1618,0,0,1,2,0.5012,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,95,4,0,1.7255,1.5299,0,0,2,2,1.7671,4,5,1,0,0,0
A0-GR-G150,mountainstreet,open,96,1,0,0.4854,3.3083,1,0,2,0,4.7994,4,5,0,0,1,1
A0-GR-G150,mountainstreet,open,97,1,0,0.6571,1.1328,0,0,3,1,1.5009,3,4,0,0,0,1
A0-GR-G150,mountainstreet,open,98,1,0,0.8839,0.0552,0,0,7,2,1.8773,5,6,1,0,0,0
A0-GR-G150,mountainstreet,open,99,0,1,2.2635,0.2799,0,0,3,1,1.5789,2,3,0,0,0,1
A0-GR-G150,mountainstreet,open,100,1,0,4.486,0.6939,0,0,1,2,0.4023,2,3,0,0,0,1
A0-GR-G150,searound,closed,1,0,1,0.9023,0.2873,0,0,3,0,4.4756,1,2,0,0,0,1
A0-GR-G150,searound,closed,2,2,0,2.5947,1.5244,0,0,2,1,1.617,2,3,0,0,0,1
A0-GR-G150,searound,closed,3,1,0,4.0123,0.5376,0,0,1,2,1.7296,1,2,0,0,0,1
A0-GR-G150,searound,closed,4,1,0,1.163,1.1804,0,0,3,1,1.3346,2,3,0,0,0,0
A0-GR-G150,searound,closed,5,1,0,0.4792,0.0747,0,0,5,1,1.0109,2,3,0,0,0,1
A0-GR-G150,searound,closed,6,1,0,5.2306,1.158,0,0,1,0,5.9339,1,2,0,1,0,1
A0-GR-G150,searound,closed,7,0,1,2.4445,0.5215,0,0,3,7,0.1217,1,2,0,0,0,1
A0-GR-G150,searound,closed,8,1,0,0.7949,1.6192,0,0,3,1,1.3041,3,4,1,0,0,0
A0-GR-G150,searound,closed,9,3,0,0.7726,0.8842,0,0,8,6,0.7028,3,4,1,0,0,0
A0-GR-G150,searound,closed,10,3,0,0.9913,1.6252,0,0,4,3,0.5726,2,2,0,0,0,1
A0-GR-G150,searound,closed,11,0,1,1.5121,0.8682,0,0,5,1,1.5005,2,3,0,0,0,1
A0-GR-G150,searound,closed,12,2,0,4.2005,0.3607,0,0,1,0,3.5091,2,3,0,1,0,1
A0-GR-G150,searound,closed,13,4,0,0.4819,3.5351,1,0,2,5,0.4176,3,4,1,0,1,1
A0-GR-G150,searound,closed,14,2,0,1.6909,1.8473,0,0,2,6,0.9214,3,4,1,0,0,0
A0-GR-G150,searound,closed,15,1,0,4.6312,1.7334,0,0,1,0,4.1782,1,2,0,1,0,1
A0-GR-G150,searound,closed,16,3,0,3.2231,0.5237,0,0,1,2,1.5352,3,4,1,0,0,0
A0-GR-G150,searound,closed,17,2,0,2.6279,0.4766,0,0,2,0,3.995,4,5,0,0,0,0
A0-GR-G150,searound,closed,18,2,0,4.3218,1.5255,0,0,1,0,3.2131,2,3,0,1,0,1
A0-GR-G150,searound,closed,19,2,0,2.5731,4.1757,0,0,2,1,1.1335,1,2,0,0,0,1
A0-GR-G150,searound,closed,20,2,0,0.8665,0.7687,0,0,3,0,4.4303,1,2,0,0,0,1
A0-GR-G150,searound,closed,21,2,0,2.8677,2.7015,0,0,2,2,1.2016,3,4,0,0,0,1
A0-GR-G150,searound,closed,22,2,0,1.7707,1.2012,0,0,3,1,1.641,2,3,0,0,0,1
A0-GR-G150,searound,closed,23,3,0,0.3368,0.3358,0,0,7,1,2.0852,2,3,0,0,0,1
A0-GR-G150,searound,closed,24,2,0,3.0393,1.0606,0,0,1,11,0.3187,5,4,1,0,0,0
A0-GR-G150,searound,closed,25,1,0,1.1101,0.0871,0,0,3,1,2.1085,1,2,0,0,0,1
A0-GR-G150,searound,closed,26,1,0,2.2041,0.9493,0,0,2,3,0.5583,3,4,1,0,0,1
A0-GR-G150,searound,closed,27,2,0,3.5879,0.1312,0,0,1,1,0.9686,1,2,0,0,0,1
A0-GR-G150,searound,closed,28,1,0,3.205,0.6403,0,0,1,2,0.4745,2,3,0,0,0,0
A0-GR-G150,searound,closed,29,2,0,1.2255,3.6967,0,0,2,1,1.4998,3,4,1,0,0,1
A0-GR-G150,searound,closed,30,0,1,1.2,1.6655,0,0,3,0,3.649,1,2,0,1,0,1
A0-GR-G150,searound,closed,31,1,0,5.3118,0.3272,0,0,1,0,3.187,0,1,0,1,0,1
A0-GR-G150,searound,closed,32,1,0,1.397,1.4642,0,0,4,8,0.8375,2,3,0,0,0,0
A0-GR-G150,searound,closed,33,1,0,1.5321,0.2752,0,0,4,2,1.0333,3,4,1,0,0,1
A0-GR-G150,searound,closed,34,1,0,0.4329,1.2022,0,0,3,2,0.6328,2,3,0,0,0,0
A0-GR-G150,searound,closed,35,0,1,1.2747,0.4901,0,0,3,2,1.1996,2,3,0,0,0,1
A0-GR-G150,searound,closed,36,2,0,0.3895,0.7803,0,0,4,1,2.6935,2,3,0,0,0,0
A0-GR-G150,searound,closed,37,1,0,0.664,2.6178,1,0,2,0,5.2033,1,2,0,0,0,1
A0-GR-G150,searound,closed,38,1,0,0.928,1.9997,0,0,3,1,1.9136,1,2,0,0,0,1
A0-GR-G150,searound,closed,39,2,0,1.5404,0.5803,0,0,4,9,0.8597,2,3,0,0,0,1
A0-GR-G150,searound,closed,40,0,1,0.6885,0.4877,0,0,3,2,1.1981,3,4,1,0,0,1
A0-GR-G150,searound,closed,41,2,0,1.5,0.1831,0,0,9,9,0.4048,3,3,1,0,0,0
A0-GR-G150,searound,closed,42,2,0,0.5166,0.2209,0,0,10,6,0.1332,2,2,0,0,0,1
A0-GR-G150,searound,closed,43,4,0,2.2532,1.4267,0,0,2,8,0.2832,3,4,1,0,0,0
A0-GR-G150,searound,closed,44,3,0,1.2839,0.037,0,0,7,2,2.3182,3,4,1,0,0,0
A0-GR-G150,searound,closed,45,3,0,0.5895,2.2515,1,0,4,4,0.299,2,3,0,0,0,0
A0-GR-G150,searound,closed,46,1,0,5.535,1.8318,0,0,1,1,1.4762,2,3,0,0,0,1
A0-GR-G150,searound,closed,47,0,1,0.7605,2.1132,0,0,3,1,2.4725,1,2,0,0,0,1
A0-GR-G150,searound,closed,48,2,0,1.5018,0.0249,0,0,3,3,1.2568,3,4,1,0,0,0
A0-GR-G150,searound,closed,49,3,0,0.1729,0.7656,0,0,8,7,0.4148,3,3,1,0,0,1
A0-GR-G150,searound,closed,50,1,0,1.3849,1.7378,0,0,2,4,1.6658,2,3,0,0,0,1
A0-GR-G150,searound,closed,51,1,0,1.1401,0.288,0,0,9,8,0.2656,4,4,1,0,0,0
A0-GR-G150,searound,closed,52,2,0,4.7367,0.0538,0,0,1,4,1.4325,2,3,0,0,0,1
A0-GR-G150,searound,closed,53,1,0,3.8048,1.2005,0,0,1,2,0.9722,3,4,1,0,0,1
A0-GR-G150,searound,closed,54,0,1,1.2107,1.9303,0,0,2,1,2.2065,1,2,0,0,0,1
A0-GR-G150,searound,closed,55,0,1,2.6203,3.4795,0,0,2,0,3.4852,2,3,0,1,0,1
A0-GR-G150,searound,closed,56,2,0,1.0912,1.4888,0,0,3,1,1.1791,2,3,0,0,0,0
A0-GR-G150,searound,closed,57,2,0,1.6788,1.5394,0,0,2,0,5.7049,2,3,0,1,0,1
A0-GR-G150,searound,closed,58,2,0,0.4098,0.6081,0,0,7,3,0.9824,4,3,1,0,0,0
A0-GR-G150,searound,closed,59,1,0,1.4766,0.0244,0,0,3,1,1.5134,3,4,0,0,0,1
A0-GR-G150,searound,closed,60,1,0,3.6989,1.2386,0,0,1,5,1.1838,2,3,0,0,0,1
A0-GR-G150,searound,closed,61,1,0,0.059,0.3171,0,0,7,1,2.1558,2,3,0,0,0,0
A0-GR-G150,searound,closed,62,1,0,0.1854,1.7142,1,0,4,6,0.0856,3,3,1,0,0,0
A0-GR-G150,searound,closed,63,0,1,4.0831,3.2866,0,0,1,1,1.6697,1,2,0,0,0,1
A0-GR-G150,searound,closed,64,2,0,1.988,1.0668,0,0,2,0,3.1165,2,3,0,0,0,0
A0-GR-G150,searound,closed,65,0,1,1.1518,1.1794,0,0,5,10,0.0065,5,5,1,0,0,1
A0-GR-G150,searound,closed,66,1,0,5.1679,0.4345,0,0,1,0,3.9794,2,3,0,1,0,1
A0-GR-G150,searound,closed,67,2,0,1.0458,7.2603,0,0,2,1,0.9956,1,2,0,0,0,1
A0-GR-G150,searound,closed,68,1,0,5.3286,1.7511,0,0,1,1,1.8763,2,3,0,0,0,1
A0-GR-G150,searound,closed,69,2,0,0.9812,0.7403,0,0,5,3,1.1992,3,4,1,0,0,0
A0-GR-G150,searound,closed,70,0,1,0.1364,0.1626,0,0,20,2,1.779,1,2,0,0,0,1
A0-GR-G150,searound,closed,71,2,0,1.2979,0.229,0,0,6,3,1.2141,5,5,1,0,0,0
A0-GR-G150,searound,closed,72,0,1,0.1996,2.1047,1,1,4,1,1.9338,1,2,0,0,0,1
A0-GR-G150,searound,closed,73,2,0,5.6893,1.1959,0,0,1,1,1.153,2,3,0,0,0,1
A0-GR-G150,searound,closed,74,0,1,1.175,0.2827,0,0,3,1,2.9385,3,3,0,0,0,1
A0-GR-G150,searound,closed,75,2,0,9.0019,2.5924,0,0,1,0,11.7488,1,2,0,1,0,1
A0-GR-G150,searound,closed,76,1,0,1.8115,2.058,0,0,2,4,1.2409,3,4,1,0,0,1
A0-GR-G150,searound,closed,77,1,0,4.8464,0.9575,0,0,1,0,4.0048,1,2,0,1,0,1
A0-GR-G150,searound,closed,78,2,0,0.772,0.0862,0,0,11,2,1.2,1,2,0,0,0,1
A0-GR-G150,searound,closed,79,2,0,0.6235,0.3118,0,0,6,1,1.5002,3,3,1,0,0,0
A0-GR-G150,searound,closed,80,3,0,2.6172,0.1827,0,0,3,8,1.2606,1,2,0,0,0,1
A0-GR-G150,searound,closed,81,2,0,2.8539,3.8479,0,0,2,2,0.2966,1,2,0,0,0,0
A0-GR-G150,searound,closed,82,0,1,3.3376,1.9464,0,0,1,1,1.5558,3,3,0,0,0,1
A0-GR-G150,searound,closed,83,2,0,0.4391,0.0823,0,0,4,3,0.067,2,3,0,0,0,1
A0-GR-G150,searound,closed,84,1,0,0.9056,0.1722,0,0,6,2,1.1996,1,2,0,0,0,1
A0-GR-G150,searound,closed,85,2,0,1.5002,2.0721,0,0,2,1,1.2478,1,2,0,0,0,0
A0-GR-G150,searound,closed,86,1,0,1.36,2.1522,0,0,2,5,0.3273,4,5,1,0,0,0
A0-GR-G150,searound,closed,87,1,0,1.8401,2.9539,0,0,2,1,2.2236,2,3,0,0,0,1
A0-GR-G150,searound,closed,88,1,0,0.5114,1.0036,0,0,3,2,0.8241,1,2,0,0,0,1
A0-GR-G150,searound,closed,89,1,0,1.5,0.5173,0,0,4,1,1.5346,1,2,0,0,0,1
A0-GR-G150,searound,closed,90,1,0,2.9084,1.3133,0,0,2,3,1.4422,1,2,0,0,0,1
A0-GR-G150,searound,closed,91,2,0,2.2285,0.5501,0,0,3,10,0.3281,3,4,1,0,0,0
A0-GR-G150,searound,closed,92,3,0,2.3409,1.986,0,0,2,2,0.6391,2,3,0,0,0,1
A0-GR-G150,searound,closed,93,1,0,3.0282,1.373,0,0,1,5,0.9894,3,3,1,0,0,1
A0-GR-G150,searound,closed,94,3,0,0.4004,0.6363,0,0,9,2,2.153,3,4,1,0,0,0
A0-GR-G150,searound,closed,95,0,1,1.1963,1.8863,0,0,2,0,6.7867,1,2,0,1,0,1
A0-GR-G150,searound,closed,96,3,0,2.6089,0.8781,0,0,2,6,1.9868,1,2,0,0,0,1
A0-GR-G150,searound,closed,97,2,0,1.0743,0.4758,0,0,3,2,1.0708,2,3,0,0,0,1
A0-GR-G150,searound,closed,98,1,0,4.7983,2.4662,0,0,1,1,2.2071,2,3,0,0,0,1
A0-GR-G150,searound,closed,99,1,0,1.8255,1.6421,0,0,2,4,1.9248,3,4,0,0,0,1
A0-GR-G150,searound,closed,100,2,0,1.1966,0.0467,0,0,5,0,4.4583,0,1,0,1,0,1
A0-GR-G150,dirt-oval,closed,1,1,0,0.7933,0.1794,0,0,16,8,0.2109,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,2,4,0,1.0926,0.5249,0,0,5,0,3.1393,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,3,1,0,0.4384,4.2015,1,0,2,1,2.8347,3,3,1,0,1,1
A0-GR-G150,dirt-oval,closed,4,2,0,1.5017,1.9934,0,0,2,1,2.7765,3,4,1,0,0,0
A0-GR-G150,dirt-oval,closed,5,0,1,1.0669,3.6219,0,0,2,5,1.5211,4,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,6,1,0,0.0372,0.6864,0,0,5,4,1.1506,3,4,1,0,0,0
A0-GR-G150,dirt-oval,closed,7,3,0,1.8663,0.8119,0,0,3,1,1.1974,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,8,1,0,0.9546,0.2304,0,0,6,4,1.1957,3,3,1,0,0,0
A0-GR-G150,dirt-oval,closed,9,1,0,1.4777,0.3719,0,0,10,12,0.6922,7,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,10,2,0,1.1657,0.111,0,0,5,6,1.7261,4,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,11,0,1,4.2233,0.2874,0,0,1,2,1.8155,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,12,0,1,0.5211,3.7117,1,1,2,1,1.1987,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,13,3,0,0.891,0.5614,0,0,5,12,0.1236,4,5,0,0,0,0
A0-GR-G150,dirt-oval,closed,14,5,0,0.8499,6.3685,0,0,2,2,2.3374,5,5,1,0,0,0
A0-GR-G150,dirt-oval,closed,15,2,0,0.6068,0.3755,0,0,4,2,1.3252,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,16,3,0,0.3588,0.5856,0,0,8,4,1.1989,6,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,17,2,0,1.2248,0.3512,0,0,4,6,1.9279,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,18,4,0,0.2616,0.09,0,0,5,4,0.7748,4,5,1,0,0,0
A0-GR-G150,dirt-oval,closed,19,0,1,1.072,0.2722,0,0,5,3,0.8398,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,20,1,0,1.2531,0.0253,0,0,3,1,2.9741,3,3,1,0,0,0
A0-GR-G150,dirt-oval,closed,21,2,0,2.9929,3.8583,0,0,2,1,1.3091,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,22,1,0,0.3166,2.5985,1,0,3,5,0.656,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,23,1,0,4.8833,0.6956,0,0,1,1,0.8448,3,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,24,0,1,1.5238,2.0298,0,0,2,4,1.0451,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,25,2,0,0.5118,1.3734,0,0,6,5,0.5752,3,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,26,2,0,0.0724,0.1307,0,0,9,6,0.7125,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,27,1,0,4.3414,0.0675,0,0,1,1,1.5005,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,28,0,1,0.0697,0.8502,0,0,14,6,0.9818,5,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,29,0,1,4.4167,0.0926,0,0,1,2,1.6935,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,30,0,1,2.3537,0.2115,0,0,4,7,1.5716,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,31,2,0,4.0058,1.4994,0,0,1,11,0.0957,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,32,1,0,0.5315,0.9877,0,0,4,3,1.4564,4,4,1,0,0,0
