track,type,raceIdx,runaway,sample,rank,index,effSpeed,product,baseSpeed,spreadFactor,speedBonusMult,boost,brake,rowEnvMult,trajectoryMult,areaBonusMult,governorMult,servoSaturated,servoHeadroom,bandHeadroom,finishClamp,gapAhead
luger-hill,open,1,0,0.7,2,0,0.00020749,0.00020749,0.000244105,0.992064,1.021786,1,1,1,0.85,1,1,0,0.25,0.089276,0,1.201
luger-hill,open,1,0,0.7,3,16,0.000208138,0.000208138,0.0002448,0.974117,1.043573,1,1,1,0.850238,1,1,0,0.249762,0.107222,0,0.0627
luger-hill,open,1,0,0.7,4,11,0.000218485,0.000218485,0.000271746,1.08134,1.043573,1,0.945,1,0.850801,1,1,0,0.249199,0,0,0.3916
luger-hill,open,1,0,0.7,5,14,0.000214257,0.000214257,0.000252046,1.035375,1.010893,1,1,1,0.850068,1,1,0,0.249932,0.045965,0,0.0261
luger-hill,open,1,0,0.7,6,28,0.000243129,0.000243129,0.000221224,0.91866,1,1,1,1,1.099017,1,1,0,0.000983,0.162679,0,0.335
luger-hill,open,1,0,0.7,7,37,0.000213355,0.000213355,0.000260399,1.08134,1,1,0.945,1,0.867024,1,1,0,0.232976,0,0,0.0206
luger-hill,open,1,0,0.7,8,8,0.000206596,0.000206596,0.0002572,1.045281,1.021786,1,0.945,1,0.85,1,1,0,0.25,0.036058,0,0.2166
luger-hill,open,1,0,0.7,9,36,0.000195585,0.000195585,0.000243492,1.011132,1,1,0.945,1,0.85,1,1,0,0.25,0.070208,0,0.0387
luger-hill,open,1,0,0.7,10,39,0.000229609,0.000229609,0.000237853,0.977072,1.010893,1,0.945,1,1.021523,1,1,0,0.078477,0.104268,0,0.1008
luger-hill,open,1,0,0.7,11,38,0.000217378,0.000217378,0.000221224,0.91866,1,1.04,0.945,1,0.999809,1,1,0,0.100191,0.162679,0,0.2679
luger-hill,open,1,0,0.7,12,17,0.00023306,0.00023306,0.000248188,1.019525,1.010893,1.04,0.945,1,0.95548,1,1,0,0.14452,0.061815,0,0.3833
luger-hill,open,1,0,0.7,13,34,0.000216062,0.000216062,0.000268909,1.08134,1.03268,1,0.945,1,0.85024,1,1,0,0.24976,0,0,0.0018
luger-hill,open,1,0,0.7,14,32,0.000267748,0.000267748,0.000247668,0.995923,1.03268,1.04,0.945,1,1.1,1,1,1,0,0.085417,0,0.1602
luger-hill,open,1,0,0.7,15,7,0.000222473,0.000222473,0.000260399,1.08134,1,1.04,0.945,1,0.869306,1,1,0,0.230694,0,0,0.2514
luger-hill,open,1,0,0.75,1,4,0.000206355,0.000206355,0.00024277,0.99727,1.010893,1,1,1,0.85,1,1,0,0.25,0.08407,0,0
luger-hill,open,1,0,0.75,2,32,0.000294834,0.000294834,0.00026887,1.081182,1.03268,1,1,1,1.09657,1,1,0,0.00343,0.000158,0,0.2416
