arm,track,dur,seed,finaleLead,finaleDistinct,dead,frontGroupAtLine,gapP1P2,gapP2P3,runaway,parade,escapeDepthLen
CURRENT-G150-s100,luger-hill,60,85,1,2,0,6,1.035,0.785,0,0,1.44
CURRENT-G150-s100,luger-hill,60,86,1,2,0,2,2.2,1.444,0,0,2.074
CURRENT-G150-s100,luger-hill,60,87,3,4,0,8,1.385,0.104,0,0,2.618
CURRENT-G150-s100,luger-hill,60,88,2,3,0,3,1.909,0.708,1,0,2.374
CURRENT-G150-s100,luger-hill,60,89,2,3,0,1,3.762,1.197,1,0,4.281
CURRENT-G150-s100,luger-hill,60,90,1,2,0,2,1.515,3.05,0,0,3.05
CURRENT-G150-s100,luger-hill,60,91,2,3,0,3,1.523,0.922,0,0,2.588
CURRENT-G150-s100,luger-hill,60,92,4,5,0,2,0.935,3.579,0,0,4.977
CURRENT-G150-s100,luger-hill,60,93,2,3,0,3,0.452,2.44,0,0,2.494
CURRENT-G150-s100,luger-hill,60,94,2,3,0,4,0.856,0.023,0,0,3.382
CURRENT-G150-s100,luger-hill,60,95,3,4,0,2,1.119,4.588,0,0,4.718
CURRENT-G150-s100,luger-hill,60,96,1,2,0,1,3.1,3.201,0,0,2.61
CURRENT-G150-s100,luger-hill,60,97,1,2,0,3,1.724,0.299,0,0,3.196
CURRENT-G150-s100,luger-hill,60,98,3,4,0,9,0.227,1.339,0,0,2.411
CURRENT-G150-s100,luger-hill,60,99,4,5,0,2,1.016,4.426,0,0,2.717
CURRENT-G150-s100,luger-hill,60,100,4,4,0,4,0.206,1.821,0,0,2.084
CURRENT-G150-s100,mountainstreet,60,1,3,4,0,2,0.91,2.573,0,0,4.283
CURRENT-G150-s100,mountainstreet,60,2,3,4,0,3,1.079,0.552,0,0,3.405
CURRENT-G150-s100,mountainstreet,60,3,3,4,0,2,1.216,3.466,0,0,3.466
CURRENT-G150-s100,mountainstreet,60,4,2,3,0,3,1.202,1.585,0,0,2.186
CURRENT-G150-s100,mountainstreet,60,5,1,2,0,2,2.515,1.5,1,0,4.821
CURRENT-G150-s100,mountainstreet,60,6,3,4,0,7,0.616,0.994,0,0,3.701
CURRENT-G150-s100,mountainstreet,60,7,1,2,0,2,1.141,2.031,0,0,2.962
CURRENT-G150-s100,mountainstreet,60,8,3,4,0,4,0.151,2.108,0,0,5.227
CURRENT-G150-s100,mountainstreet,60,9,1,2,0,3,1.749,0.076,0,0,2.847
CURRENT-G150-s100,mountainstreet,60,10,1,2,0,3,0.552,0.945,0,0,2.593
CURRENT-G150-s100,mountainstreet,60,11,2,3,0,2,2.575,0.929,0,0,2.688
CURRENT-G150-s100,mountainstreet,60,12,2,3,0,1,3.542,1.588,0,0,1.603
CURRENT-G150-s100,mountainstreet,60,13,6,7,0,4,0.666,0.937,0,0,1.891
CURRENT-G150-s100,mountainstreet,60,14,1,2,0,11,0.945,0.255,0,0,1.985
CURRENT-G150-s100,mountainstreet,60,15,1,2,0,2,2.749,1.48,0,0,2.138
CURRENT-G150-s100,mountainstreet,60,16,2,3,0,3,1.401,1.039,0,0,1.973
CURRENT-G150-s100,mountainstreet,60,17,3,4,0,6,0.144,0.749,0,0,1.797
CURRENT-G150-s100,mountainstreet,60,18,2,3,0,4,0.338,0.879,0,0,3.202
CURRENT-G150-s100,mountainstreet,60,19,2,3,0,4,1.208,0.829,0,0,3.118
CURRENT-G150-s100,mountainstreet,60,20,0,1,1,15,0.251,0.13,0,0,0.998
CURRENT-G150-s100,mountainstreet,60,21,0,1,1,2,1.498,1.841,0,0,2.306
CURRENT-G150-s100,mountainstreet,60,22,1,2,0,2,1.633,1.832,0,0,2.627
CURRENT-G150-s100,mountainstreet,60,23,3,4,0,3,1.079,0.122,0,0,2.121
CURRENT-G150-s100,mountainstreet,60,24,4,5,0,8,0.996,1.319,0,0,1.722
CURRENT-G150-s100,mountainstreet,60,25,1,2,0,4,0.97,0.188,0,0,2.36
CURRENT-G150-s100,mountainstreet,60,26,1,2,0,3,0.768,0.614,0,0,2.815
CURRENT-G150-s100,mountainstreet,60,27,2,3,0,10,0.772,0.295,0,0,2.322
CURRENT-G150-s100,mountainstreet,60,28,2,3,0,5,1.422,0.102,0,0,1.419
CURRENT-G150-s100,mountainstreet,60,29,1,2,0,3,1.343,1.2,0,0,3.716
CURRENT-G150-s100,mountainstreet,60,30,2,3,0,11,0.038,0.37,0,0,4.218
CURRENT-G150-s100,mountainstreet,60,31,1,2,0,1,3.708,3.892,0,0,3.892
CURRENT-G150-s100,mountainstreet,60,32,1,2,0,3,0.214,2.25,0,0,3.11
CURRENT-G150-s100,mountainstreet,60,33,4,5,0,6,1.024,0.237,0,0,1.692
CURRENT-G150-s100,mountainstreet,60,34,2,3,0,6,1.081,1.162,0,0,1.758
CURRENT-G150-s100,mountainstreet,60,35,2,3,0,5,0.466,0.26,0,0,1.534
CURRENT-G150-s100,mountainstreet,60,36,4,5,0,2,1.2,2.825,0,0,1.826
CURRENT-G150-s100,mountainstreet,60,37,3,4,0,4,0.352,1.096,0,0,5.104
CURRENT-G150-s100,mountainstreet,60,38,1,2,0,6,0.297,1.498,0,0,3.366
CURRENT-G150-s100,mountainstreet,60,39,3,4,0,3,1.291,0.207,0,0,3.409
CURRENT-G150-s100,mountainstreet,60,40,3,4,0,3,1.502,1.038,0,0,3.302
CURRENT-G150-s100,mountainstreet,60,41,1,2,0,3,1.332,1.357,0,0,1.722
CURRENT-G150-s100,mountainstreet,60,42,2,3,0,2,1.501,1.528,0,0,4.087
CURRENT-G150-s100,mountainstreet,60,43,1,2,0,5,1.499,0.84,0,0,2.22
CURRENT-G150-s100,mountainstreet,60,44,2,3,0,1,4.063,0.536,0,0,3.642
CURRENT-G150-s100,mountainstreet,60,45,0,1,1,3,0.036,1.913,0,0,1.587
CURRENT-G150-s100,mountainstreet,60,46,3,4,0,5,0.384,0.109,0,0,2.98
CURRENT-G150-s100,mountainstreet,60,47,0,1,1,5,1.278,0.381,0,0,1.917
CURRENT-G150-s100,mountainstreet,60,48,3,4,0,5,0.304,1.425,0,0,2.328
CURRENT-G150-s100,mountainstreet,60,49,2,3,0,6,1.048,0.005,0,0,2.904
CURRENT-G150-s100,mountainstreet,60,50,5,6,0,4,0.515,1.1,0,0,2.089
CURRENT-G150-s100,mountainstreet,60,51,3,4,0,3,2.304,0.367,0,0,2.3
CURRENT-G150-s100,mountainstreet,60,52,2,3,0,3,1.358,1.389,0,0,2.188
CURRENT-G150-s100,mountainstreet,60,53,1,2,0,3,0.155,1.023,0,0,2.409
CURRENT-G150-s100,mountainstreet,60,54,0,1,1,3,0.741,1.315,0,0,2.764
CURRENT-G150-s100,mountainstreet,60,55,2,3,0,2,0.645,2.623,0,0,3.684
CURRENT-G150-s100,mountainstreet,60,56,2,3,0,10,0.464,0.183,0,0,1.786
CURRENT-G150-s100,mountainstreet,60,57,1,2,0,3,1.456,1.493,0,0,2.378
CURRENT-G150-s100,mountainstreet,60,58,3,4,0,11,1.346,0.193,0,0,4.527
CURRENT-G150-s100,mountainstreet,60,59,1,2,0,2,2.907,0.936,1,0,3.984
CURRENT-G150-s100,mountainstreet,60,60,0,1,1,5,0.094,1.046,0,0,3.087
CURRENT-G150-s100,mountainstreet,60,61,2,3,0,2,1.891,1.721,1,0,3.917
CURRENT-G150-s100,mountainstreet,60,62,1,2,0,3,0.309,0.285,0,1,2.184
CURRENT-G150-s100,mountainstreet,60,63,3,4,0,3,0.132,1.338,0,0,2.868
CURRENT-G150-s100,mountainstreet,60,64,2,3,0,2,2.739,1.602,0,0,2.508
CURRENT-G150-s100,mountainstreet,60,65,3,4,0,3,0.775,1.055,0,0,1.897
CURRENT-G150-s100,mountainstreet,60,66,2,3,0,5,0.296,0.82,0,0,1.793
CURRENT-G150-s100,mountainstreet,60,67,1,2,0,4,2.424,0.311,0,0,2.42
CURRENT-G150-s100,mountainstreet,60,68,3,4,0,2,1.678,1.774,0,0,2.569
CURRENT-G150-s100,mountainstreet,60,69,3,4,0,10,0.461,0.058,0,0,2.798
CURRENT-G150-s100,mountainstreet,60,70,2,3,0,2,1.986,1.429,0,0,1.631
CURRENT-G150-s100,mountainstreet,60,71,2,3,0,1,3.649,0.969,0,0,1.846
CURRENT-G150-s100,mountainstreet,60,72,0,1,1,4,2.412,0.156,1,0,4.507
CURRENT-G150-s100,mountainstreet,60,73,2,3,0,2,1.57,2.304,0,0,2.066
CURRENT-G150-s100,mountainstreet,60,74,2,3,0,9,0.971,0.141,0,0,2.105
CURRENT-G150-s100,mountainstreet,60,75,0,1,1,3,0.738,1.661,0,0,2.714
CURRENT-G150-s100,mountainstreet,60,76,2,3,0,6,0.335,1.802,0,0,2.19
CURRENT-G150-s100,mountainstreet,60,77,3,4,0,11,0.8,0.436,0,0,1.527
CURRENT-G150-s100,mountainstreet,60,78,1,2,0,1,5.574,1.552,1,0,3.765
CURRENT-G150-s100,mountainstreet,60,79,4,5,0,5,0.207,0.754,0,0,2.131
CURRENT-G150-s100,mountainstreet,60,80,1,2,0,2,2.038,1.079,1,0,2.521
CURRENT-G150-s100,mountainstreet,60,81,2,3,0,4,0.06,2.064,0,0,2.714
CURRENT-G150-s100,mountainstreet,60,82,2,3,0,1,3.125,0.257,0,0,2.591
CURRENT-G150-s100,mountainstreet,60,83,2,3,0,2,1.973,2.263,0,0,1.648
CURRENT-G150-s100,mountainstreet,60,84,0,1,1,1,3.712,0.84,1,0,2.524
CURRENT-G150-s100,mountainstreet,60,85,1,2,0,3,1.499,0.74,0,0,1.653
CURRENT-G150-s100,mountainstreet,60,86,1,2,0,1,5.454,0.099,1,0,4.837
CURRENT-G150-s100,mountainstreet,60,87,2,3,0,2,2.734,1.42,1,0,4.353
CURRENT-G150-s100,mountainstreet,60,88,1,2,0,1,3.008,2.527,0,0,3.369
CURRENT-G150-s100,mountainstreet,60,89,0,1,1,1,7.18,0.722,1,0,4.479
CURRENT-G150-s100,mountainstreet,60,90,6,6,0,10,1.839,0.067,0,0,1.831
CURRENT-G150-s100,mountainstreet,60,91,1,2,0,4,0.455,0.985,0,0,5.632
CURRENT-G150-s100,mountainstreet,60,92,0,1,1,3,0.961,0.311,0,0,2.723
CURRENT-G150-s100,mountainstreet,60,93,3,4,0,6,0.922,0.725,0,0,2.189
CURRENT-G150-s100,mountainstreet,60,94,3,4,0,9,1.801,0.044,0,0,3.051
CURRENT-G150-s100,mountainstreet,60,95,1,2,0,3,1.204,1.567,0,0,2.214
CURRENT-G150-s100,mountainstreet,60,96,0,1,1,6,0.586,1.024,0,0,1.383
CURRENT-G150-s100,mountainstreet,60,97,2,3,0,2,2.37,3.795,1,0,4.424
CURRENT-G150-s100,mountainstreet,60,98,1,2,0,3,1.2,1.295,0,0,2.799
CURRENT-G150-s100,mountainstreet,60,99,1,2,0,4,0.5,0.888,0,0,2.687
CURRENT-G150-s100,mountainstreet,60,100,1,2,0,3,1.529,0.977,0,0,1.772
CURRENT-G150-s100,searound,60,1,0,1,1,3,0.902,0.287,0,0,6.9
CURRENT-G150-s100,searound,60,2,2,3,0,2,2.595,1.524,0,0,1.958
CURRENT-G150-s100,searound,60,3,1,2,0,1,4.012,0.538,0,0,1.898
CURRENT-G150-s100,searound,60,4,1,2,0,3,1.163,1.18,0,0,2.623
CURRENT-G150-s100,searound,60,5,1,2,0,5,0.479,0.075,0,0,2.209
CURRENT-G150-s100,searound,60,6,1,2,0,1,5.231,1.158,1,0,6.619
CURRENT-G150-s100,searound,60,7,0,1,1,3,2.445,0.521,0,0,4.336
CURRENT-G150-s100,searound,60,8,1,2,0,3,0.795,1.619,0,0,5.336
CURRENT-G150-s100,searound,60,9,3,4,0,8,0.773,0.884,0,0,3.831
CURRENT-G150-s100,searound,60,10,3,4,0,4,0.991,1.625,0,0,3.518
CURRENT-G150-s100,searound,60,11,0,1,1,5,1.512,0.868,0,0,2.072
CURRENT-G150-s100,searound,60,12,2,3,0,1,4.2,0.361,1,0,2.813
CURRENT-G150-s100,searound,60,13,4,5,0,2,0.482,3.535,0,1,3.579
CURRENT-G150-s100,searound,60,14,2,3,0,2,1.691,1.847,0,0,1.849
CURRENT-G150-s100,searound,60,15,1,2,0,1,4.631,1.733,1,0,5.275
CURRENT-G150-s100,searound,60,16,3,4,0,1,3.223,0.524,0,0,2.388
CURRENT-G150-s100,searound,60,17,2,3,0,2,2.628,0.477,0,0,5.023
CURRENT-G150-s100,searound,60,18,2,3,0,1,4.322,1.526,1,0,1.725
CURRENT-G150-s100,searound,60,19,2,3,0,2,2.573,4.176,0,0,4.205
CURRENT-G150-s100,searound,60,20,2,3,0,3,0.867,0.769,0,0,4.831
CURRENT-G150-s100,searound,60,21,2,3,0,2,2.868,2.701,0,0,4.538
CURRENT-G150-s100,searound,60,22,2,3,0,3,1.771,1.201,0,0,1.766
CURRENT-G150-s100,searound,60,23,3,4,0,7,0.337,0.336,0,0,3.475
CURRENT-G150-s100,searound,60,24,2,3,0,1,3.039,1.061,0,0,3.34
CURRENT-G150-s100,searound,60,25,1,2,0,3,1.11,0.087,0,0,1.954
CURRENT-G150-s100,searound,60,26,1,2,0,2,2.204,0.949,0,0,4.149
CURRENT-G150-s100,searound,60,27,2,3,0,1,3.588,0.131,0,0,2.502
CURRENT-G150-s100,searound,60,28,1,2,0,1,3.205,0.64,0,0,3.761
CURRENT-G150-s100,searound,60,29,2,3,0,2,1.226,3.697,0,0,6.136
CURRENT-G150-s100,searound,60,30,0,1,1,3,1.2,1.665,1,0,4.743
CURRENT-G150-s100,searound,60,31,1,2,0,1,5.312,0.327,1,0,2.93
CURRENT-G150-s100,searound,60,32,1,2,0,4,1.397,1.464,0,0,4.116
CURRENT-G150-s100,searound,60,33,1,2,0,4,1.532,0.275,0,0,5.934
CURRENT-G150-s100,searound,60,34,1,2,0,3,0.433,1.202,0,0,2.677
CURRENT-G150-s100,searound,60,35,0,1,1,3,1.275,0.49,0,0,3.885
CURRENT-G150-s100,searound,60,36,2,3,0,4,0.39,0.78,0,0,2.065
CURRENT-G150-s100,searound,60,37,1,2,0,2,0.664,2.618,0,0,5.266
CURRENT-G150-s100,searound,60,38,1,2,0,3,0.928,2,0,0,2.089
CURRENT-G150-s100,searound,60,39,2,3,0,4,1.54,0.58,0,0,4.594
CURRENT-G150-s100,searound,60,40,0,1,1,3,0.689,0.488,0,0,2.181
CURRENT-G150-s100,searound,60,41,2,3,0,9,1.5,0.183,0,0,3.882
CURRENT-G150-s100,searound,60,42,2,2,0,10,0.517,0.221,0,0,3.25
CURRENT-G150-s100,searound,60,43,4,5,0,2,2.253,1.427,0,0,3.391
CURRENT-G150-s100,searound,60,44,3,4,0,7,1.284,0.037,0,0,2.427
CURRENT-G150-s100,searound,60,45,3,4,0,4,0.59,2.252,0,0,4.356
CURRENT-G150-s100,searound,60,46,1,2,0,1,5.535,1.832,0,0,2.979
CURRENT-G150-s100,searound,60,47,0,1,1,3,0.76,2.113,0,0,1.855
CURRENT-G150-s100,searound,60,48,2,3,0,3,1.502,0.025,0,0,1.831
CURRENT-G150-s100,searound,60,49,3,3,0,8,0.173,0.766,0,0,4.081
CURRENT-G150-s100,searound,60,50,1,2,0,2,1.385,1.738,0,0,4.046
CURRENT-G150-s100,searound,60,51,1,2,0,9,1.14,0.288,0,0,2.313
CURRENT-G150-s100,searound,60,52,2,3,0,1,4.737,0.054,0,0,2.741
CURRENT-G150-s100,searound,60,53,1,2,0,1,3.805,1.2,0,0,3.683
CURRENT-G150-s100,searound,60,54,0,1,1,2,1.211,1.93,0,0,2.577
CURRENT-G150-s100,searound,60,55,0,1,1,2,2.62,3.479,1,0,2.388
CURRENT-G150-s100,searound,60,56,2,3,0,3,1.091,1.489,0,0,5.415
CURRENT-G150-s100,searound,60,57,2,3,0,2,1.679,1.539,1,0,2.893
CURRENT-G150-s100,searound,60,58,2,3,0,7,0.41,0.608,0,0,1.864
CURRENT-G150-s100,searound,60,59,1,2,0,3,1.477,0.024,0,0,3.125
CURRENT-G150-s100,searound,60,60,1,2,0,1,3.699,1.239,0,0,3.694
CURRENT-G150-s100,searound,60,61,1,2,0,7,0.059,0.317,0,0,2.046
CURRENT-G150-s100,searound,60,62,1,2,0,4,0.185,1.714,0,0,1.512
CURRENT-G150-s100,searound,60,63,0,1,1,1,4.083,3.287,0,0,1.896
CURRENT-G150-s100,searound,60,64,2,3,0,2,1.988,1.067,0,0,1.593
CURRENT-G150-s100,searound,60,65,0,1,1,5,1.152,1.179,0,0,3.861
CURRENT-G150-s100,searound,60,66,1,2,0,1,5.168,0.434,1,0,4.457
CURRENT-G150-s100,searound,60,67,2,3,0,2,1.046,7.26,0,0,7.376
CURRENT-G150-s100,searound,60,68,1,2,0,1,5.329,1.751,0,0,2.159
CURRENT-G150-s100,searound,60,69,2,3,0,5,0.981,0.74,0,0,4.714
CURRENT-G150-s100,searound,60,70,0,1,1,20,0.136,0.163,0,0,4.272
CURRENT-G150-s100,searound,60,71,2,3,0,6,1.298,0.229,0,0,3.429
CURRENT-G150-s100,searound,60,72,0,1,1,4,0.2,2.105,0,0,1.59
CURRENT-G150-s100,searound,60,73,2,3,0,1,5.689,1.196,0,0,3.023
CURRENT-G150-s100,searound,60,74,0,1,1,3,1.175,0.283,0,0,2.018
CURRENT-G150-s100,searound,60,75,2,3,0,1,9.002,2.592,1,0,12.069
CURRENT-G150-s100,searound,60,76,1,2,0,2,1.812,2.058,0,0,1.833
CURRENT-G150-s100,searound,60,77,1,2,0,1,4.846,0.958,1,0,5.068
CURRENT-G150-s100,searound,60,78,2,3,0,11,0.772,0.086,0,0,3.455
CURRENT-G150-s100,searound,60,79,2,3,0,6,0.624,0.312,0,0,4.057
CURRENT-G150-s100,searound,60,80,3,4,0,3,2.617,0.183,0,0,2.637
CURRENT-G150-s100,searound,60,81,2,3,0,2,2.854,3.848,0,0,4.582
CURRENT-G150-s100,searound,60,82,0,1,1,1,3.338,1.946,0,0,3.373
CURRENT-G150-s100,searound,60,83,2,3,0,4,0.439,0.082,0,0,8.024
CURRENT-G150-s100,searound,60,84,1,2,0,6,0.906,0.172,0,0,4.367
CURRENT-G150-s100,searound,60,85,2,3,0,2,1.5,2.072,0,0,5.473
CURRENT-G150-s100,searound,60,86,1,2,0,2,1.36,2.152,0,0,1.64
CURRENT-G150-s100,searound,60,87,1,2,0,2,1.84,2.954,0,0,4.4
CURRENT-G150-s100,searound,60,88,1,2,0,3,0.511,1.004,0,0,1.807
CURRENT-G150-s100,searound,60,89,1,2,0,4,1.5,0.517,0,0,1.804
CURRENT-G150-s100,searound,60,90,1,2,0,2,2.908,1.313,0,0,2.905
CURRENT-G150-s100,searound,60,91,2,3,0,3,2.228,0.55,0,0,5.305
CURRENT-G150-s100,searound,60,92,3,4,0,2,2.341,1.986,0,0,4.886
CURRENT-G150-s100,searound,60,93,1,2,0,1,3.028,1.373,0,0,3.021
CURRENT-G150-s100,searound,60,94,3,4,0,9,0.4,0.636,0,0,3.61
CURRENT-G150-s100,searound,60,95,0,1,1,2,1.196,1.886,1,0,7.228
CURRENT-G150-s100,searound,60,96,3,4,0,2,2.609,0.878,0,0,7.264
CURRENT-G150-s100,searound,60,97,2,3,0,3,1.074,0.476,0,0,1.702
CURRENT-G150-s100,searound,60,98,1,2,0,1,4.798,2.466,0,0,2.135
CURRENT-G150-s100,searound,60,99,1,2,0,2,1.825,1.642,0,0,3.595
CURRENT-G150-s100,searound,60,100,2,3,0,5,1.197,0.047,1,0,5.609
CURRENT-G150-s100,dirt-oval,60,1,1,2,0,16,0.793,0.179,0,0,3.66
CURRENT-G150-s100,dirt-oval,60,2,4,5,0,5,1.093,0.525,0,0,3.007
CURRENT-G150-s100,dirt-oval,60,3,1,2,0,2,0.438,4.202,0,1,1.96
CURRENT-G150-s100,dirt-oval,60,4,2,3,0,2,1.502,1.993,0,0,2.778
CURRENT-G150-s100,dirt-oval,60,5,0,1,1,2,1.067,3.622,0,0,1.526
CURRENT-G150-s100,dirt-oval,60,6,1,2,0,5,0.037,0.686,0,0,2.031
CURRENT-G150-s100,dirt-oval,60,7,3,4,0,3,1.866,0.812,0,0,5.794
CURRENT-G150-s100,dirt-oval,60,8,1,2,0,6,0.955,0.23,0,0,1.581
CURRENT-G150-s100,dirt-oval,60,9,1,2,0,10,1.478,0.372,0,0,1.501
CURRENT-G150-s100,dirt-oval,60,10,2,3,0,5,1.166,0.111,0,0,2.254
CURRENT-G150-s100,dirt-oval,60,11,0,1,1,1,4.223,0.287,0,0,1.563
CURRENT-G150-s100,dirt-oval,60,12,0,1,1,2,0.521,3.712,0,0,1.73
CURRENT-G150-s100,dirt-oval,60,13,3,4,0,5,0.891,0.561,0,0,3.909
CURRENT-G150-s100,dirt-oval,60,14,5,6,0,2,0.85,6.369,0,0,6.45
CURRENT-G150-s100,dirt-oval,60,15,2,3,0,4,0.607,0.376,0,0,3.337
CURRENT-G150-s100,dirt-oval,60,16,3,3,0,8,0.359,0.586,0,0,1.915
CURRENT-G150-s100,dirt-oval,60,17,2,3,0,4,1.225,0.351,0,0,3.774
CURRENT-G150-s100,dirt-oval,60,18,4,5,0,5,0.262,0.09,0,0,4.82
CURRENT-G150-s100,dirt-oval,60,19,0,1,1,5,1.072,0.272,0,0,1.576
CURRENT-G150-s100,dirt-oval,60,20,1,2,0,3,1.253,0.025,0,0,1.931
CURRENT-G150-s100,dirt-oval,60,21,2,3,0,2,2.993,3.858,0,0,1.541
CURRENT-G150-s100,dirt-oval,60,22,1,2,0,3,0.317,2.599,0,0,1.726
CURRENT-G150-s100,dirt-oval,60,23,1,2,0,1,4.883,0.696,0,0,1.907
CURRENT-G150-s100,dirt-oval,60,24,0,1,1,2,1.524,2.03,0,0,3.09
CURRENT-G150-s100,dirt-oval,60,25,2,3,0,6,0.512,1.373,0,0,2.565
CURRENT-G150-s100,dirt-oval,60,26,2,3,0,9,0.072,0.131,0,0,3.487
CURRENT-G150-s100,dirt-oval,60,27,1,2,0,1,4.341,0.068,0,0,4.34
CURRENT-G150-s100,dirt-oval,60,28,0,1,1,14,0.07,0.85,0,0,3.08
CURRENT-G150-s100,dirt-oval,60,29,0,1,1,1,4.417,0.093,0,0,2.871
CURRENT-G150-s100,dirt-oval,60,30,0,1,1,4,2.354,0.211,0,0,2.752
CURRENT-G150-s100,dirt-oval,60,31,2,3,0,1,4.006,1.499,0,0,2.519
CURRENT-G150-s100,dirt-oval,60,32,1,2,0,4,0.531,0.988,0,0,3.018
CURRENT-G150-s100,dirt-oval,60,33,3,4,0,5,0.141,2.094,0,0,4.976
CURRENT-G150-s100,dirt-oval,60,34,1,2,0,3,1.201,0.521,0,0,1.809
CURRENT-G150-s100,dirt-oval,60,35,0,1,1,1,4.272,2.272,0,0,2.039
CURRENT-G150-s100,dirt-oval,60,36,0,1,1,1,7.66,1.94,0,0,7.654
CURRENT-G150-s100,dirt-oval,60,37,0,1,1,2,1.498,1.946,0,0,1.97
CURRENT-G150-s100,dirt-oval,60,38,1,2,0,2,1.511,2.319,0,0,3.158
CURRENT-G150-s100,dirt-oval,60,39,2,3,0,2,1.5,2.646,0,0,5.812
CURRENT-G150-s100,dirt-oval,60,40,1,2,0,7,0.257,0.262,0,0,2.741
CURRENT-G150-s100,dirt-oval,60,41,1,2,0,3,1.47,0.655,0,0,1.755
CURRENT-G150-s100,dirt-oval,60,42,4,5,0,4,0.185,0.489,0,0,2.215
CURRENT-G150-s100,dirt-oval,60,43,1,2,0,4,1.056,0.502,0,0,2.74
CURRENT-G150-s100,dirt-oval,60,44,4,5,0,4,1.376,0.361,0,0,3.361
CURRENT-G150-s100,dirt-oval,60,45,4,3,0,10,0.052,0.333,0,0,4.163
CURRENT-G150-s100,dirt-oval,60,46,0,1,1,2,1.143,3.307,0,0,2.146
CURRENT-G150-s100,dirt-oval,60,47,2,3,0,4,1.908,0.354,0,0,5.481
CURRENT-G150-s100,dirt-oval,60,48,4,5,0,3,1.689,0.985,0,0,3.6
CURRENT-G150-s100,dirt-oval,60,49,2,3,0,3,1.602,1.322,0,0,3.587
CURRENT-G150-s100,dirt-oval,60,50,0,1,1,3,0.62,0.501,0,0,4.716
CURRENT-G150-s100,dirt-oval,60,51,0,1,1,8,0.123,0.3,0,0,4.576
CURRENT-G150-s100,dirt-oval,60,52,1,2,0,2,1.716,1.383,0,0,2.159
CURRENT-G150-s100,dirt-oval,60,53,2,3,0,6,0.306,0.073,0,1,2.698
CURRENT-G150-s100,dirt-oval,60,54,0,1,1,3,1.086,1.092,0,0,1.528
CURRENT-G150-s100,dirt-oval,60,55,2,3,0,2,1.53,3.482,0,0,3.482
CURRENT-G150-s100,dirt-oval,60,56,1,2,0,1,4.112,0.341,0,0,4.107
CURRENT-G150-s100,dirt-oval,60,57,2,3,0,3,1.998,0.45,0,0,1.993
CURRENT-G150-s100,dirt-oval,60,58,4,5,0,2,1.202,2.71,0,0,3.767
CURRENT-G150-s100,dirt-oval,60,59,1,2,0,2,1.163,1.9,0,0,1.755
CURRENT-G150-s100,dirt-oval,60,60,1,2,0,5,0.993,0.152,0,0,3.13
CURRENT-G150-s100,dirt-oval,60,61,1,2,0,4,1.373,1.049,0,0,2.72
CURRENT-G150-s100,dirt-oval,60,62,3,4,0,10,0.268,0.294,0,0,3.35
CURRENT-G150-s100,dirt-oval,60,63,4,5,0,6,0.957,0.287,0,0,1.816
CURRENT-G150-s100,dirt-oval,60,64,4,5,0,3,0.386,0.512,0,0,3.565
CURRENT-G150-s100,dirt-oval,60,65,4,4,0,8,0.659,0.052,0,0,2.13
CURRENT-G150-s100,dirt-oval,60,66,2,3,0,6,0.337,0.324,0,0,1.903
CURRENT-G150-s100,dirt-oval,60,67,2,3,0,3,0.434,2.436,0,0,3.225
CURRENT-G150-s100,dirt-oval,60,68,1,2,0,8,0.841,1.025,0,0,1.805
CURRENT-G150-s100,dirt-oval,60,69,0,1,1,2,1.321,2.843,0,0,2.578
CURRENT-G150-s100,dirt-oval,60,70,1,2,0,5,0.696,0.862,0,0,2.009
CURRENT-G150-s100,dirt-oval,60,71,2,3,0,2,1.738,5.035,0,0,3.885
CURRENT-G150-s100,dirt-oval,60,72,3,4,0,4,0.019,1.73,0,0,1.918
CURRENT-G150-s100,dirt-oval,60,73,2,3,0,7,1.201,0.251,0,0,3.414
CURRENT-G150-s100,dirt-oval,60,74,0,1,1,6,1.341,0.558,0,0,5.16
CURRENT-G150-s100,dirt-oval,60,75,2,3,0,3,1.093,0.602,0,0,4.348
CURRENT-G150-s100,dirt-oval,60,76,1,2,0,2,0.951,3.581,0,0,4.501
CURRENT-G150-s100,dirt-oval,60,77,2,3,0,9,0.558,0.415,0,0,2.455
CURRENT-G150-s100,dirt-oval,60,78,1,2,0,4,0.166,1.941,0,0,1.744
CURRENT-G150-s100,dirt-oval,60,79,1,2,0,15,0.457,0.247,0,0,4.105
CURRENT-G150-s100,dirt-oval,60,80,1,2,0,4,1.144,1.499,0,0,2.174
CURRENT-G150-s100,dirt-oval,60,81,2,3,0,1,3.372,2.407,0,0,3.238
CURRENT-G150-s100,dirt-oval,60,82,0,1,1,1,3.595,1.505,0,0,1.925
CURRENT-G150-s100,dirt-oval,60,83,2,3,0,2,1.5,1.831,0,0,1.61
CURRENT-G150-s100,dirt-oval,60,84,0,1,1,3,0.828,1.68,0,0,2.053
CURRENT-G150-s100,dirt-oval,60,85,2,3,0,3,1.465,1.242,0,0,2.369
CURRENT-G150-s100,dirt-oval,60,86,1,2,0,1,4.878,1.462,1,0,5.011
CURRENT-G150-s100,dirt-oval,60,87,5,5,0,13,0.098,0.186,0,0,3.613
CURRENT-G150-s100,dirt-oval,60,88,2,3,0,5,1.944,0.176,0,0,2.692
CURRENT-G150-s100,dirt-oval,60,89,1,2,0,3,0.015,1.741,0,0,2.731
