arm,track,dur,seed,finaleLead,finaleDistinct,dead,frontGroupAtLine,gapP1P2,gapP2P3,runaway,parade,escapeDepthLen
CURRENT-G150-s100,dirt-oval,60,90,3,4,0,6,1.912,0.426,0,0,3.777
CURRENT-G150-s100,dirt-oval,60,91,2,3,0,4,1.405,1.165,0,0,3.707
CURRENT-G150-s100,dirt-oval,60,92,2,3,0,4,1.161,0.745,0,0,3.147
CURRENT-G150-s100,dirt-oval,60,93,1,2,0,1,3.347,1.218,1,0,2.45
CURRENT-G150-s100,dirt-oval,60,94,2,3,0,4,0.602,0.654,0,0,2.514
CURRENT-G150-s100,dirt-oval,60,95,2,3,0,2,1.5,1.838,0,0,3.394
CURRENT-G150-s100,dirt-oval,60,96,0,1,1,1,4.628,2.206,0,0,4.62
CURRENT-G150-s100,dirt-oval,60,97,1,2,0,5,1.261,0.283,0,0,2.773
CURRENT-G150-s100,dirt-oval,60,98,0,1,1,1,3.016,3.999,0,0,4.38
CURRENT-G150-s100,dirt-oval,60,99,1,2,0,2,0.283,3.353,0,1,4.846
CURRENT-G150-s100,dirt-oval,60,100,1,2,0,4,0.966,1.306,0,0,1.792
