arm,track,seed,span12,span13,span15
R97-ON,searound,44,1.2839,1.3209,2.2065
R97-ON,searound,45,0.5895,2.841,3.0706
R97-ON,searound,46,5.535,7.3668,8.9711
R97-ON,searound,47,2.8647,4.2239,7.0429
R97-ON,searound,48,1.5018,1.5267,3.2795
R97-ON,searound,49,0.1729,0.9385,1.751
R97-ON,searound,50,1.3849,3.1227,3.5607
R97-ON,searound,51,1.1401,1.4281,1.6155
R97-ON,searound,52,4.7367,4.7905,6.2272
R97-ON,searound,53,3.8048,5.0053,7.0002
R97-ON,searound,54,1.2107,3.141,8.0768
R97-ON,searound,55,2.6203,6.0998,6.5529
R97-ON,searound,56,1.0912,2.58,4.2389
R97-ON,searound,57,1.6788,3.2182,4.5599
R97-ON,searound,58,0.4098,1.0179,1.3881
R97-ON,searound,59,3.7248,5.6723,10.7299
R97-ON,searound,60,3.6989,4.9375,5.2094
R97-ON,searound,61,0.059,0.3761,2.0389
R97-ON,searound,62,0.1854,1.8996,3.1081
R97-ON,searound,63,4.0831,7.3697,8.1723
R97-ON,searound,64,0.7813,1.9247,4.6454
R97-ON,searound,65,1.1518,2.3312,2.578
R97-ON,searound,66,5.1679,5.6024,7.1009
R97-ON,searound,67,1.0458,8.3061,10.4913
R97-ON,searound,68,5.3286,7.2513,10.5053
R97-ON,searound,69,0.9812,1.7215,2.9166
R97-ON,searound,70,0.1364,0.299,0.9765
R97-ON,searound,71,1.3008,1.5336,2.5787
R97-ON,searound,72,0.1996,2.3043,4.2102
R97-ON,searound,73,5.6893,6.8852,10.2035
R97-ON,searound,74,1.175,1.4577,4.7952
R97-ON,searound,75,9.0019,11.5943,13.417
R97-ON,searound,76,1.8115,3.8695,4.5961
R97-ON,searound,77,4.8464,5.8039,7.7094
R97-ON,searound,78,0.772,0.8582,1.4847
R97-ON,searound,79,0.6235,0.9353,2.1432
R97-ON,searound,80,2.6172,2.7999,3.1464
R97-ON,searound,81,2.8539,6.7018,7.8129
R97-ON,searound,82,3.3376,5.284,7.5436
R97-ON,searound,83,0.4391,0.5214,9.8324
R97-ON,searound,84,0.9056,1.0778,2.1402
R97-ON,searound,85,1.5002,3.5723,6.1555
R97-ON,searound,86,1.36,3.5122,3.7848
R97-ON,searound,87,1.8401,4.794,6.4992
R97-ON,searound,88,0.5114,1.515,8.0383
R97-ON,searound,89,1.5,2.0173,3.0006
R97-ON,searound,90,2.9084,4.2217,5.7229
R97-ON,searound,91,2.2285,2.7786,4.3657
R97-ON,searound,92,2.3409,4.3269,7.3374
R97-ON,searound,93,3.0282,4.4012,4.4651
R97-ON,searound,94,0.4004,1.0367,1.4118
R97-ON,searound,95,1.1963,3.0826,4.8322
R97-ON,searound,96,2.6089,3.487,4.2651
R97-ON,searound,97,1.0743,1.5501,3.8481
R97-ON,searound,98,4.7983,7.2645,8.1748
R97-ON,searound,99,1.8255,3.4676,5.9579
R97-ON,searound,100,0.5283,1.6249,2.7927
R97-ON,dirt-oval,1,0.7933,0.9727,1.4039
R97-ON,dirt-oval,2,1.0926,1.6175,2.9044
R97-ON,dirt-oval,3,0.4384,4.6399,5.4031
R97-ON,dirt-oval,4,0.8312,2.5586,4.3961
R97-ON,dirt-oval,5,1.0669,4.6888,4.8694
R97-ON,dirt-oval,6,3.6204,3.8522,5.7058
R97-ON,dirt-oval,7,1.8663,2.6782,4.7407
R97-ON,dirt-oval,8,0.7259,0.7639,1.833
R97-ON,dirt-oval,9,1.4777,1.8496,1.8856
R97-ON,dirt-oval,10,1.1657,1.2767,2.9869
R97-ON,dirt-oval,11,4.2233,4.5107,5.2033
R97-ON,dirt-oval,12,0.5211,4.2328,8.2066
R97-ON,dirt-oval,13,1.5981,2.4037,4.1296
R97-ON,dirt-oval,14,0.8499,7.2184,7.5902
R97-ON,dirt-oval,15,0.6068,0.9823,5.5176
R97-ON,dirt-oval,16,0.252,0.3792,1.3411
R97-ON,dirt-oval,17,1.2248,1.576,3.0772
R97-ON,dirt-oval,18,0.2616,0.3516,2.1083
R97-ON,dirt-oval,19,1.072,1.3442,2.418
R97-ON,dirt-oval,20,1.2531,1.2784,4.2634
R97-ON,dirt-oval,21,2.9929,6.8512,8.3514
R97-ON,dirt-oval,22,0.3166,0.856,3.2011
R97-ON,dirt-oval,23,4.8833,5.5789,10.0896
R97-ON,dirt-oval,24,1.5238,3.5536,4.6906
R97-ON,dirt-oval,25,0.5118,1.8852,1.963
R97-ON,dirt-oval,26,0.0724,0.2031,1.3008
R97-ON,dirt-oval,27,4.3414,4.4089,6.6111
R97-ON,dirt-oval,28,0.0697,0.9199,1.3364
R97-ON,dirt-oval,29,4.4167,4.5093,5.628
R97-ON,dirt-oval,30,2.3537,2.5652,3.0901
R97-ON,dirt-oval,31,4.0058,5.5052,6.0082
R97-ON,dirt-oval,32,0.5315,1.5192,3.0982
R97-ON,dirt-oval,33,0.1407,2.2346,2.8558
R97-ON,dirt-oval,34,1.201,1.7222,8.0958
R97-ON,dirt-oval,35,4.2719,6.5435,11.196
R97-ON,dirt-oval,36,7.6598,9.5994,10.3426
R97-ON,dirt-oval,37,1.4985,3.4445,6.0148
R97-ON,dirt-oval,38,1.511,2.9603,6.8833
R97-ON,dirt-oval,39,1.5001,4.146,6.6359
R97-ON,dirt-oval,40,0.2571,0.5191,2.2075
R97-ON,dirt-oval,41,1.4736,3.1693,3.452
R97-ON,dirt-oval,42,0.1854,0.6742,3.6901
R97-ON,dirt-oval,43,1.0557,1.5581,4.0145
R97-ON,dirt-oval,44,1.376,1.7372,5.2847
R97-ON,dirt-oval,45,0.0525,0.3858,1.231
R97-ON,dirt-oval,46,1.1429,4.4502,6.3398
R97-ON,dirt-oval,47,1.9077,2.2615,3.0098
R97-ON,dirt-oval,48,1.6886,2.6737,3.9695
R97-ON,dirt-oval,49,1.6018,2.9241,4.009
R97-ON,dirt-oval,50,0.6203,1.1211,4.6494
R97-ON,dirt-oval,51,0.1229,0.4234,1.9447
R97-ON,dirt-oval,52,1.7158,3.099,4.0147
R97-ON,dirt-oval,53,0.8,1.1695,1.6936
R97-ON,dirt-oval,54,1.0857,2.178,3.4607
R97-ON,dirt-oval,55,1.5296,5.0116,6.5184
R97-ON,dirt-oval,56,4.1125,4.4535,5.9337
R97-ON,dirt-oval,57,1.9982,2.4484,3.6907
R97-ON,dirt-oval,58,1.2019,3.9115,5.513
R97-ON,dirt-oval,59,0.5659,1.0895,7.4156
R97-ON,dirt-oval,60,0.6905,0.7304,1.7103
R97-ON,dirt-oval,61,1.3728,2.4218,3.439
R97-ON,dirt-oval,62,0.2678,0.562,1.1503
R97-ON,dirt-oval,63,0.1446,0.4349,1.2302
R97-ON,dirt-oval,64,0.3855,0.8975,5.0771
R97-ON,dirt-oval,65,0.6592,0.7116,1.7025
R97-ON,dirt-oval,66,0.3369,0.6605,2.7304
R97-ON,dirt-oval,67,0.4338,2.6327,3.2451
R97-ON,dirt-oval,68,0.6744,1.4036,2.2009
R97-ON,dirt-oval,69,1.3205,4.1634,6.2607
R97-ON,dirt-oval,70,0.6958,1.5574,2.5455
R97-ON,dirt-oval,71,1.7382,6.7728,7.1334
R97-ON,dirt-oval,72,3.0075,3.6153,4.1313
R97-ON,dirt-oval,73,1.2012,1.4524,2.1896
R97-ON,dirt-oval,74,1.341,1.8988,2.0538
R97-ON,dirt-oval,75,1.0927,1.6942,4.8448
R97-ON,dirt-oval,76,0.9508,4.5314,5.288
R97-ON,dirt-oval,77,0.5582,0.9729,1.2219
R97-ON,dirt-oval,78,0.1657,2.1069,5.5103
R97-ON,dirt-oval,79,0.4574,0.7043,0.7764
R97-ON,dirt-oval,80,4.6163,5.5036,6.4877
R97-ON,dirt-oval,81,3.3723,5.779,6.3071
R97-ON,dirt-oval,82,3.5947,5.0999,12.5469
R97-ON,dirt-oval,83,0.9014,3.5892,5.6514
R97-ON,dirt-oval,84,0.8277,2.5079,12.0129
R97-ON,dirt-oval,85,1.1697,1.3897,1.824
R97-ON,dirt-oval,86,4.8785,6.341,7.1011
R97-ON,dirt-oval,87,0.0984,0.2845,0.5937
R97-ON,dirt-oval,88,1.6156,1.6765,3.6274
R97-ON,dirt-oval,89,0.0151,1.7565,5.3038
R97-ON,dirt-oval,90,1.9122,2.3386,2.5439
R97-ON,dirt-oval,91,1.4049,2.57,5.0097
R97-ON,dirt-oval,92,1.1613,1.9059,3.3929
R97-ON,dirt-oval,93,3.347,4.5646,5.8152
R97-ON,dirt-oval,94,0.602,1.2561,3.2953
R97-ON,dirt-oval,95,1.4995,3.3373,8.3818
R97-ON,dirt-oval,96,4.6278,6.8342,9.8627
R97-ON,dirt-oval,97,1.261,1.5439,2.3981
R97-ON,dirt-oval,98,3.0163,7.0151,7.091
R97-ON,dirt-oval,99,0.2832,3.6364,5.1313
R97-ON,dirt-oval,100,0.9661,2.2724,4.167
