arm,track,type,seed,finaleLeadChanges,finaleDistinctLeaders,deadFinale,gapP1P2,gapP2P3,leaderToMedianLen,frontGroupAtLine,duoEscape,within3At090,bandReach,runaway,parade
OWNERCFG-NOPACK,mountainstreet,open,30,3,4,0,0.939,0.3447,12.5677,9,0,8,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,31,2,3,0,0.354,0.6374,8.5452,6,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,32,0,1,1,1.9161,2.6793,16.4898,2,0,0,0.7088,1,0
OWNERCFG-NOPACK,mountainstreet,open,33,4,5,0,0.0251,0.1108,10.5056,3,0,0,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,34,2,3,0,1.0053,1.0039,9.4001,7,0,9,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,35,3,4,0,1.6764,0.1429,11.6585,5,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,36,3,4,0,1.0908,1.6592,11.1489,3,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,37,3,4,0,1.7423,2.3033,14.5988,2,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,38,3,4,0,0.9107,0.4033,13.738,9,0,8,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,39,3,4,0,1.1665,0.8195,14.8179,3,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,40,4,5,0,1.0361,0.8843,14.1883,4,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,41,1,2,0,0.5151,0.0616,6.5588,12,0,6,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,42,0,1,1,0.5777,1.5513,9.6201,4,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,43,2,3,0,0.327,0.4411,9.8576,6,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,44,2,3,0,0.0736,0.9339,7.4937,7,0,6,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,45,3,4,0,0.2056,0.3629,11.5917,3,0,2,0.7088,0,1
OWNERCFG-NOPACK,mountainstreet,open,46,0,1,1,0.8101,0.2632,11.0627,6,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,47,0,1,1,1.2626,2.5824,10.5319,2,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,48,3,4,0,1.0859,0.4145,8.0144,8,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,49,0,1,1,1.8437,1.4261,14.2183,2,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,50,2,3,0,0.3987,0.8332,8.2466,3,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,51,3,4,0,2.1678,0.1481,13.1898,4,0,5,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,52,2,3,0,1.368,0.4208,15.6748,3,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,53,3,4,0,1.8597,1.7221,13.9943,2,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,54,2,3,0,0.5009,2.2696,9.9517,3,1,0,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,55,2,3,0,1.8041,0.2793,13.393,3,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,56,1,2,0,1.4439,0.0273,7.7007,10,0,9,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,57,4,5,0,1.3191,2.9365,10.7334,2,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,58,3,4,0,0.1632,0.643,9.3237,12,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,59,1,2,0,2.5358,2.9256,13.8866,2,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,60,3,4,0,1.815,0.0093,9.6825,5,0,5,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,61,0,1,1,1.6901,1.1028,10.7825,3,0,0,0.7088,1,0
OWNERCFG-NOPACK,mountainstreet,open,62,0,1,1,1.4707,1.1053,10.6985,4,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,63,1,2,0,0.351,0.9298,13.2879,4,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,64,2,3,0,0.0651,0.5552,6.8139,11,0,6,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,65,1,2,0,1.1684,0.3274,8.8225,4,0,5,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,66,2,3,0,0.0253,1.8251,12.8463,5,1,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,67,2,3,0,1.068,0.1356,4.8244,13,0,10,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,68,0,1,1,2.4577,0.1809,12.1464,3,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,69,2,3,0,0.9562,2.0022,12.7581,3,0,0,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,70,2,3,0,1.0294,0.9052,10.1149,4,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,71,1,2,0,1.2821,2.9234,13.5295,2,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,72,0,1,1,0.5238,0.49,8.5578,7,0,0,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,73,2,3,0,1.8789,1.8972,13.1894,2,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,74,3,4,0,0.3718,2.2285,8.4346,6,1,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,75,4,5,0,1.1387,1.6299,7.8846,3,0,8,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,76,3,4,0,1.2231,0.5395,7.7377,8,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,77,2,3,0,1.2699,0.2162,8.9934,3,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,78,0,1,1,3.6057,0.5026,15.4398,1,0,0,0.7088,1,0
OWNERCFG-NOPACK,mountainstreet,open,79,2,3,0,0.0413,0.5298,11.5592,5,0,3,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,80,4,5,0,2.1678,1.9035,9.4504,2,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,81,0,1,1,1.3136,0.2042,7.341,7,0,8,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,82,3,4,0,0.5277,0.9584,9.5418,13,0,3,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,83,0,1,1,3.0271,0.4995,14.2435,1,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,84,1,2,0,3.5645,0.3563,10.2435,1,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,85,3,4,0,1.1197,0.7736,12.8927,3,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,86,2,3,0,0.6226,0.0595,5.0671,19,0,7,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,87,0,1,1,3.2087,2.495,13.1702,1,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,88,1,2,0,1.6208,2.1432,11.627,2,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,89,0,1,1,9.1893,0.5072,14.5971,1,0,0,0.7088,1,0
OWNERCFG-NOPACK,mountainstreet,open,90,2,3,0,1.3076,0.1271,5.0799,14,0,14,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,91,2,3,0,1.9771,2.6299,16.3922,2,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,92,2,3,0,1.2765,1.3599,12.2712,5,0,5,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,93,1,2,0,0.1557,0.3007,10.9803,6,0,4,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,94,3,4,0,1.8359,0.1971,11.4391,6,0,8,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,95,2,3,0,2.2982,1.823,14.1507,2,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,96,3,4,0,0.6939,0.5372,8.5465,10,0,5,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,97,1,2,0,2.1043,8.2119,14.8943,2,0,1,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,98,1,2,0,1.5023,0.0236,14.4263,3,0,2,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,99,6,7,0,1.1496,0.9668,11.409,4,0,3,0.7088,0,0
OWNERCFG-NOPACK,mountainstreet,open,100,0,1,1,0.47,1.1478,11.373,4,0,6,0.7088,0,0
OWNERCFG-NOPACK,dirt-oval,closed,1,1,2,0,0.2807,0.6737,4.538,15,0,8,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,2,1,2,0,1.5525,1.0331,10.3937,5,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,3,0,1,1,3.0579,0.2379,9.4512,1,0,0,0.7788,1,0
OWNERCFG-NOPACK,dirt-oval,closed,4,1,2,0,0.0089,0.9328,18.1547,4,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,5,0,1,1,0.2331,2.4909,9.9544,3,1,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,6,3,4,0,0.7239,0.3224,7.8069,3,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,7,3,4,0,0.4334,0.2494,5.3205,12,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,8,0,1,1,0.6855,0.3855,8.7408,6,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,9,2,2,0,0.4942,0.1909,2.6911,21,0,15,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,10,2,3,0,0.3209,0.4648,6.4355,4,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,11,3,4,0,2.8529,1.2015,12.581,2,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,12,1,2,0,1.7419,1.206,9.4723,3,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,13,1,2,0,1.4992,2.0735,10.1594,2,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,14,3,4,0,1.2225,1.7365,8.8667,3,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,15,0,1,1,0.1791,0.1381,10.7407,6,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,16,3,3,0,0.1483,0.0718,11.0923,11,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,17,1,2,0,1.2047,1.2927,4.2687,7,0,10,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,18,4,4,0,1.0547,0.0798,5.059,9,0,12,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,19,3,4,0,1.2577,1.5935,14.5525,3,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,20,3,4,0,3.6888,0.6684,13.691,1,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,21,1,2,0,0.4969,0.7301,3.9383,8,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,22,1,2,0,0.7128,0.884,8.1081,4,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,23,4,5,0,3.9168,0.3929,13.4554,1,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,24,2,3,0,1.5236,0.1917,10.9334,4,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,25,2,3,0,0.1194,1.107,8.8148,3,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,26,2,3,0,0.078,0.8466,6.6166,7,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,27,1,2,0,2.1906,0.1302,13.1761,4,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,28,1,2,0,0.4971,0.4861,4.4065,13,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,29,1,2,0,1.309,6.1551,13.789,2,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,30,3,4,0,0.3375,4.0781,10.2653,2,1,1,0.7788,0,1
OWNERCFG-NOPACK,dirt-oval,closed,31,3,4,0,1.5446,2.6891,10.8563,2,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,32,1,2,0,0.4151,0.6075,12.053,7,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,33,5,5,0,0.9233,0.7645,11.0439,4,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,34,3,4,0,0.9788,1.659,13.1797,3,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,35,0,1,1,3.286,1.5026,12.2133,1,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,36,5,6,0,0.5029,0.9474,8.2907,3,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,37,2,3,0,1.4012,1.4656,15.2778,3,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,38,1,2,0,1.2492,0.8173,11.6157,3,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,39,2,3,0,0.4398,0.261,11.1114,8,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,40,4,5,0,0.1285,0.8449,7.4178,8,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,41,2,3,0,0.9992,3.4829,10.6734,2,0,0,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,42,3,3,0,0.1093,0.6981,11.6705,4,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,43,2,3,0,2.6511,0.3309,12.1348,3,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,44,0,1,1,0.6132,0.4789,15.5739,5,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,45,2,3,0,0.9284,0.6257,8.4809,5,0,11,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,46,1,2,0,0.8527,3.9932,13.5704,2,0,7,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,47,4,5,0,1.122,0.1808,20.4032,5,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,48,3,3,0,0.5552,0.3791,16.2048,4,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,49,2,3,0,1.8454,1.3713,10.7773,2,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,50,1,2,0,0.5969,3.549,13.1186,2,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,51,2,3,0,0.2572,0.1488,9.8861,4,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,52,0,1,1,0.3345,1.1933,8.7689,4,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,53,1,2,0,2.8215,0.0627,14.5813,3,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,54,3,4,0,1.2457,0.2706,9.4284,4,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,55,3,4,0,3.4532,0.4813,14.3242,1,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,56,3,4,0,3.8037,0.053,12.1364,1,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,57,0,1,1,2.3292,1.4996,16.5024,2,0,0,0.7788,1,0
OWNERCFG-NOPACK,dirt-oval,closed,58,0,1,1,1.1673,0.033,20.4637,4,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,59,1,2,0,0.1351,0.3059,10.6673,10,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,60,0,1,1,1.0793,0.0339,12.0753,4,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,61,0,1,1,0.2893,0.9044,4.1404,14,0,10,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,62,1,2,0,1.621,1.2651,11.5458,3,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,63,2,3,0,1.6239,3.6857,9.7169,2,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,64,5,4,0,0.218,0.0382,9.03,4,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,65,3,3,0,0.8346,0.668,10.783,10,0,8,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,66,1,2,0,0.8794,1.7629,7.9154,4,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,67,3,4,0,1.134,0.1674,9.8151,3,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,68,2,3,0,2.0814,0.433,9.319,6,0,11,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,69,1,2,0,1.6664,0.316,7.3107,7,0,7,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,70,2,3,0,0.6058,0,9.5155,5,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,71,3,4,0,0.9692,4.7414,11.6576,2,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,72,4,4,0,0.6315,0.115,5.0338,14,0,8,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,73,1,2,0,0.4912,0.4091,5.7766,10,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,74,0,1,1,1.5621,0.1816,9.6197,6,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,75,3,3,0,0.9621,0.0845,14.7532,5,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,76,2,3,0,1.5023,0.3786,13.3507,5,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,77,2,3,0,0.6036,0.5286,8.672,3,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,78,2,3,0,2.4093,1.5878,18.884,2,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,79,2,3,0,1.0769,0.4224,9.3287,9,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,80,1,2,0,1.5286,0.637,7.535,4,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,81,2,3,0,4.8822,1.2015,13.0554,1,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,82,1,2,0,1.3914,1.6044,15.3991,3,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,83,1,2,0,0.7547,1.5242,6.8733,3,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,84,2,3,0,1.1515,1.8614,15.7882,2,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,85,1,2,0,1.3433,0.8843,10.5992,3,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,86,3,4,0,0.8316,0.1759,13.3849,8,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,87,1,2,0,0.1087,0.3659,6.1908,10,0,7,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,88,6,5,0,0.2431,0.3624,6.3998,10,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,89,3,4,0,1.5037,1.7568,12.8388,2,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,90,3,4,0,1.102,1.4722,5.985,5,0,3,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,91,3,4,0,2.6643,0.0737,11.9338,3,0,4,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,92,4,4,0,0.3842,0.3842,11.5559,5,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,93,2,3,0,0.2024,0.9731,5.1209,5,0,1,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,94,1,2,0,1.3382,0.2442,13.3337,5,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,95,2,3,0,2.6146,1.1623,12.5553,2,0,6,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,96,1,2,0,1.621,1.2625,11.8491,3,0,2,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,97,4,4,0,0.2716,0.3404,4.1893,13,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,98,0,1,1,3.6146,1.7908,10.0146,1,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,99,1,2,0,1.2022,0.7419,9.2256,3,0,5,0.7788,0,0
OWNERCFG-NOPACK,dirt-oval,closed,100,2,3,0,0.9417,1.2342,10.3696,5,0,0,0.7788,0,0
