arm,track,type,seed,finaleLeadChanges,finaleDistinctLeaders,deadFinale,gapP1P2,gapP2P3,leaderToMedianLen,frontGroupAtLine,duoEscape,within3At090,bandReach,runaway,parade
PROD-G075,mountainstreet,open,67,2,3,0,2.6675,0.1137,8.5095,5,0,7,0.7075,0,0
PROD-G075,mountainstreet,open,68,1,2,0,1.3926,2.121,13.3054,2,0,4,0.7075,0,0
PROD-G075,mountainstreet,open,69,3,4,0,1.7302,1.3362,15.141,2,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,70,4,5,0,1.0377,0.8041,10.168,8,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,71,4,5,0,1.6767,1.6149,13.4785,2,0,3,0.7075,0,0
PROD-G075,mountainstreet,open,72,3,4,0,2.6379,0.0832,10.4454,3,0,0,0.7075,1,0
PROD-G075,mountainstreet,open,73,2,3,0,1.2978,3.2684,13.848,2,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,74,0,1,1,3.0125,0.2124,10.1056,1,0,5,0.7075,0,0
PROD-G075,mountainstreet,open,75,1,2,0,0.7378,1.7071,8.6698,5,0,9,0.7075,0,0
PROD-G075,mountainstreet,open,76,1,2,0,1.28,1.0111,7.6213,4,0,3,0.7075,0,0
PROD-G075,mountainstreet,open,77,1,2,0,0.6678,0.24,8.2974,9,0,8,0.7075,0,0
PROD-G075,mountainstreet,open,78,1,2,0,3.041,1.074,12.8115,1,0,0,0.7075,1,0
PROD-G075,mountainstreet,open,79,3,4,0,1.4835,0.5022,15.7349,3,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,80,4,5,0,1.3911,1.1992,9.4896,3,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,81,2,3,0,0.2104,1.2995,8.0801,4,0,6,0.7075,0,0
PROD-G075,mountainstreet,open,82,2,3,0,3.8291,0.8827,14.9887,1,0,4,0.7075,0,0
PROD-G075,mountainstreet,open,83,1,2,0,1.0339,1.2289,12.8138,5,0,5,0.7075,0,0
PROD-G075,mountainstreet,open,84,0,1,1,2.0526,2.1496,11.3166,2,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,85,4,5,0,0.5308,2.1952,13.6572,4,1,2,0.7075,0,0
PROD-G075,mountainstreet,open,86,4,5,0,0.2957,0.5329,5.274,15,0,11,0.7075,0,0
PROD-G075,mountainstreet,open,87,2,3,0,0.9732,0.8981,9.7039,6,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,88,0,1,1,3.0599,3.18,10.2498,1,0,0,0.7075,1,0
PROD-G075,mountainstreet,open,89,2,3,0,7.2355,1.6834,14.6312,1,0,0,0.7075,1,0
PROD-G075,mountainstreet,open,90,10,9,0,1.5274,0.0653,6.1783,11,0,15,0.7075,0,0
PROD-G075,mountainstreet,open,91,0,1,1,0.6229,0.912,17.2778,3,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,92,3,4,0,0.7585,2.8622,13.8748,2,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,93,3,3,0,0.6981,0.1923,12.4579,3,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,94,1,2,0,1.0719,0.5111,11.8985,9,0,7,0.7075,0,0
PROD-G075,mountainstreet,open,95,5,6,0,0.2442,1.6055,11.8355,5,1,3,0.7075,0,0
PROD-G075,mountainstreet,open,96,3,4,0,1.1211,2.0265,11.0368,2,0,5,0.7075,0,0
PROD-G075,mountainstreet,open,97,3,4,0,3.4221,4.7986,15.5111,1,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,98,2,3,0,0.5275,1.0452,13.5988,3,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,99,1,2,0,0.2377,1.1862,14.4511,4,0,0,0.7075,0,0
PROD-G075,mountainstreet,open,100,3,4,0,0.7026,0.3087,10.1789,10,0,8,0.7075,0,0
PROD-G075,dirt-oval,closed,1,3,4,0,0.318,0.8052,5.5846,15,0,11,0.7827,0,0
PROD-G075,dirt-oval,closed,2,2,3,0,1.5154,0.4621,9.576,8,0,6,0.7827,0,0
PROD-G075,dirt-oval,closed,3,1,2,0,0.6892,0.5107,10.2821,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,4,0,1,1,3.4252,0.1527,12.1747,1,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,5,1,2,0,1.5234,1.9786,10.3559,2,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,6,2,3,0,0.0709,1.5348,8.8416,13,1,5,0.7827,0,0
PROD-G075,dirt-oval,closed,7,2,3,0,0.7678,1.428,6.1555,6,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,8,2,3,0,4.1057,0.4317,9.3426,1,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,9,5,5,0,0.1693,0.0092,2.8479,22,0,15,0.7827,0,0
PROD-G075,dirt-oval,closed,10,2,3,0,0.4173,0.1401,3.6994,15,0,14,0.7827,0,0
PROD-G075,dirt-oval,closed,11,1,2,0,1.5251,0.2402,14.5216,3,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,12,1,2,0,0.8973,1.499,9.2335,3,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,13,4,5,0,1.5548,1.1125,8.2397,3,0,12,0.7827,0,0
PROD-G075,dirt-oval,closed,14,1,2,0,0.5998,0.9374,9.0791,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,15,3,4,0,2.006,0.2853,11.5786,3,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,16,3,4,0,0.8085,0.1757,15.6371,8,0,5,0.7827,0,0
PROD-G075,dirt-oval,closed,17,3,4,0,3.0856,1.5923,7.8958,1,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,18,3,3,0,0.0441,0.8968,5.0172,11,0,11,0.7827,0,0
PROD-G075,dirt-oval,closed,19,1,2,0,0.4967,0.5073,14.0891,4,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,20,3,4,0,4.2836,1.502,11.9739,1,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,21,2,3,0,2.0037,1.1999,8.2606,2,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,22,1,2,0,0.3226,2.6801,11.8737,2,1,2,0.7827,0,0
PROD-G075,dirt-oval,closed,23,2,3,0,0.4025,0.3232,14.8034,3,0,0,0.7827,0,1
PROD-G075,dirt-oval,closed,24,0,1,1,1.1988,1.8823,10.1453,2,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,25,3,4,0,0.2478,0.4835,14.4916,10,0,6,0.7827,0,0
PROD-G075,dirt-oval,closed,26,1,2,0,1.1869,0.3126,9.2091,5,0,6,0.7827,0,0
PROD-G075,dirt-oval,closed,27,2,3,0,1.2285,0.0644,12.9482,5,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,28,0,1,1,0.5443,0.2399,7.1667,8,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,29,0,1,1,3.9125,1.1097,15.2326,1,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,30,1,2,0,1.6138,1.1358,7.417,4,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,31,1,2,0,5.6057,1.1277,11.8806,1,0,6,0.7827,0,0
PROD-G075,dirt-oval,closed,32,4,5,0,0.329,0.3462,9.654,8,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,33,2,3,0,0.1829,0.6063,9.6203,4,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,34,0,1,1,2.6518,0.1806,12.6916,3,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,35,1,2,0,0.5794,3.3843,10.658,2,0,0,0.7827,0,0
PROD-G075,dirt-oval,closed,36,1,2,0,5.1857,0.3039,11.2258,1,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,37,1,2,0,1.2844,0.3853,18.864,4,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,38,0,1,1,1.1995,0.2772,8.1445,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,39,3,4,0,0.8474,0.8011,15.109,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,40,2,3,0,0.9078,0.1379,8.4546,8,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,41,3,4,0,1.0271,0.4487,7.2124,4,0,5,0.7827,0,0
PROD-G075,dirt-oval,closed,42,1,2,0,0.4442,0.4286,8.0844,5,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,43,4,5,0,1.1598,0.2346,13.067,4,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,44,4,5,0,0.7457,0.532,15.1096,6,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,45,3,4,0,1.0835,0.1149,6.8798,8,0,10,0.7827,0,0
PROD-G075,dirt-oval,closed,46,1,2,0,0.725,1.6257,13.3135,5,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,47,2,3,0,1.3099,0.1686,13.086,9,0,10,0.7827,0,0
PROD-G075,dirt-oval,closed,48,0,1,1,3.7104,0.4264,19.7647,1,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,49,1,2,0,0.4989,0.9274,8.8656,9,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,50,1,2,0,2.7105,0.8894,13.0877,2,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,51,2,3,0,3.5033,0.6077,12.3652,1,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,52,1,2,0,1.5014,1.587,11.2317,2,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,53,3,4,0,1.2303,0.8247,10.0459,5,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,54,3,4,0,2.0574,0.1153,8.2677,5,0,8,0.7827,0,0
PROD-G075,dirt-oval,closed,55,2,3,0,0.6824,0.0069,10.2112,6,0,6,0.7827,0,0
PROD-G075,dirt-oval,closed,56,2,3,0,1.5007,3.5422,9.7518,2,0,9,0.7827,0,0
PROD-G075,dirt-oval,closed,57,3,4,0,0.7752,0.694,9.4808,5,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,58,1,2,0,1.2001,1.4468,16.8353,3,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,59,2,3,0,1.2036,0.1731,11.558,9,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,60,2,3,0,1.3979,1.5007,10.247,3,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,61,3,4,0,1.2081,0.3653,10.8506,6,0,8,0.7827,0,0
PROD-G075,dirt-oval,closed,62,3,4,0,0.8599,1.6813,10.4719,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,63,1,2,0,0.1553,0.6258,2.8235,21,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,64,2,3,0,0.7537,0.5847,12.1853,3,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,65,1,2,0,0.5078,0.4017,10.6949,8,0,7,0.7827,0,0
PROD-G075,dirt-oval,closed,66,1,2,0,1.4576,0.2875,10.1084,7,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,67,2,3,0,0.9632,0.5959,11.6149,8,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,68,3,4,0,1.8315,0.2207,8.3249,9,0,10,0.7827,0,0
PROD-G075,dirt-oval,closed,69,1,2,0,0.6033,0.575,7.845,5,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,70,0,1,1,1.452,1.3248,15.1345,3,0,5,0.7827,0,0
PROD-G075,dirt-oval,closed,71,1,2,0,0.9891,2.4962,8.5523,2,0,6,0.7827,0,0
PROD-G075,dirt-oval,closed,72,2,3,0,0.471,0.4756,4.4783,11,0,10,0.7827,0,0
PROD-G075,dirt-oval,closed,73,3,4,0,1.0895,1.2199,11.2111,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,74,3,4,0,0.3602,0.6683,5.113,8,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,75,2,2,0,0.3493,0.8492,13.9638,3,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,76,1,2,0,2.4879,0.5554,12.5496,2,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,77,2,3,0,1.199,1.5014,8.7373,4,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,78,2,3,0,0.3211,0.9351,9.0358,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,79,3,4,0,0.5121,1.0228,7.9213,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,80,3,4,0,1.505,0.2026,8.7887,5,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,81,0,1,1,1.2872,0.211,7.7918,5,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,82,0,1,1,0.933,0.157,12.629,3,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,83,2,3,0,4.8643,0.3353,10.4578,1,0,6,0.7827,0,0
PROD-G075,dirt-oval,closed,84,2,3,0,2.919,1.2055,13.9507,2,0,2,0.7827,0,0
PROD-G075,dirt-oval,closed,85,1,2,0,0.432,0.3628,8.1979,6,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,86,2,3,0,0.0536,0.1938,7.7847,12,0,8,0.7827,0,0
PROD-G075,dirt-oval,closed,87,3,3,0,0.3708,0.4747,5.2859,11,0,9,0.7827,0,0
PROD-G075,dirt-oval,closed,88,2,3,0,2.4708,0.3215,6.0075,3,0,10,0.7827,0,0
PROD-G075,dirt-oval,closed,89,0,1,1,0.4017,0.6165,10.7367,3,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,90,2,3,0,1.7658,0.4507,4.3469,8,0,6,0.7827,0,0
PROD-G075,dirt-oval,closed,91,2,3,0,0.5609,1.3313,14.7006,3,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,92,2,3,0,1.6742,0.7561,12.1396,3,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,93,2,3,0,4.4008,0.5744,10.8442,1,0,3,0.7827,0,0
PROD-G075,dirt-oval,closed,94,1,2,0,0.9128,1.7466,11.1373,3,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,95,3,4,0,0.5308,1.0374,14.5391,3,0,0,0.7827,0,0
PROD-G075,dirt-oval,closed,96,2,3,0,4.4558,0.98,12.8611,1,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,97,1,2,0,1.4717,1.9633,10.7475,2,0,1,0.7827,0,0
PROD-G075,dirt-oval,closed,98,1,2,0,2.3167,0.1234,8.933,3,0,4,0.7827,0,0
PROD-G075,dirt-oval,closed,99,0,1,1,0.4765,1.5582,11.5585,3,1,4,0.7827,0,0
PROD-G075,dirt-oval,closed,100,4,5,0,1.6287,0.9116,10.0014,5,0,1,0.7827,0,0
PROD-G15,city-circuit,closed,1,2,3,0,0.2063,0.9941,11.5092,4,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,2,1,2,0,1.4624,1.6077,10.9388,2,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,3,2,3,0,0.2189,0.0501,6.351,12,0,10,0.7688,0,0
PROD-G15,city-circuit,closed,4,4,5,0,1.5549,0.8627,8.6755,5,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,5,1,2,0,4.2478,0.1944,7.0873,1,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,6,4,5,0,0.581,0.4047,11.8905,5,0,4,0.7688,0,0
PROD-G15,city-circuit,closed,7,1,2,0,0.3844,0.1947,11.5658,7,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,8,1,2,0,2.0085,0.1574,7.0118,4,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,9,1,2,0,1.3893,4.619,21.688,2,0,0,0.7688,0,0
PROD-G15,city-circuit,closed,10,3,4,0,1.3017,0.6713,13.5127,6,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,11,5,6,0,1.3627,0.8223,11.8086,5,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,12,3,4,0,1.6726,0.3509,12.4682,3,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,13,0,1,1,0.9494,1.4981,12.6102,3,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,14,2,3,0,4.84,1.1958,20.4271,1,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,15,2,3,0,1.6403,0.2182,11.7251,4,0,4,0.7688,0,0
PROD-G15,city-circuit,closed,16,0,1,1,1.4506,2.2233,9.1851,2,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,17,0,1,1,4.1372,0.5774,14.7048,1,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,18,3,4,0,1.4623,2.4299,14.762,2,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,19,3,4,0,0.9564,0.8795,8.2841,11,0,11,0.7688,0,0
PROD-G15,city-circuit,closed,20,2,3,0,0.5883,0.6542,15.0218,6,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,21,2,3,0,0.8879,0.0582,11.9749,5,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,22,1,2,0,0.7191,0.6453,8.6634,7,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,23,5,6,0,1.6155,1.3642,9.835,3,0,8,0.7688,0,0
PROD-G15,city-circuit,closed,24,2,3,0,0.3266,1.1715,11.2096,7,0,4,0.7688,0,0
PROD-G15,city-circuit,closed,25,1,2,0,1.2009,2.3961,12.2634,2,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,26,0,1,1,1.506,0.3393,13.5271,4,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,27,0,1,1,1.4503,0.1696,7.1754,6,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,28,0,1,1,0.6529,0.517,7.4083,4,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,29,1,2,0,2.8777,4.391,13.8172,2,0,0,0.7688,1,0
PROD-G15,city-circuit,closed,30,3,4,0,2.913,0.024,15.7581,3,0,7,0.7688,0,0
PROD-G15,city-circuit,closed,31,3,4,0,1.0942,0.1009,11.5874,6,0,7,0.7688,0,0
PROD-G15,city-circuit,closed,32,2,3,0,0.2472,0.6333,7.5695,9,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,33,0,1,1,0.0525,1.7784,6.3641,5,1,0,0.7688,0,0
PROD-G15,city-circuit,closed,34,1,2,0,0.5763,0.625,15.7676,3,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,35,1,2,0,0.7442,0.8463,15.1397,7,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,36,0,1,1,5.0999,0.9089,18.4195,1,0,0,0.7688,1,0
PROD-G15,city-circuit,closed,37,0,1,1,1.6705,0.88,9.8901,4,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,38,1,2,0,2.2842,0.2714,12.1371,7,0,7,0.7688,0,0
PROD-G15,city-circuit,closed,39,2,3,0,1.4994,0.0023,11.6444,4,0,7,0.7688,0,0
PROD-G15,city-circuit,closed,40,0,1,1,1.5007,0.1365,17.1878,3,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,41,1,2,0,0.5119,0.7616,10.8495,4,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,42,2,3,0,0.7237,0.4458,10.9574,4,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,43,2,3,0,1.3862,0.7113,9.3076,6,0,6,0.7688,0,0
PROD-G15,city-circuit,closed,44,1,2,0,1.1983,0.3008,6.4393,12,0,0,0.7688,1,0
PROD-G15,city-circuit,closed,45,0,1,1,5.7689,1.5961,16.9228,1,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,46,2,3,0,1.0335,0.1671,17.087,3,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,47,0,1,1,0.1857,2.7396,12.0255,3,1,1,0.7688,0,0
PROD-G15,city-circuit,closed,48,2,3,0,0.2254,0.5156,7.2629,6,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,49,2,3,0,1.8782,0.544,11.7806,3,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,50,1,2,0,3.1335,0.0399,10.2119,1,0,0,0.7688,1,0
PROD-G15,city-circuit,closed,51,2,3,0,0.6997,0.1482,10.5118,11,0,9,0.7688,0,0
PROD-G15,city-circuit,closed,52,2,3,0,0.4861,0.2681,6.6228,11,0,8,0.7688,0,0
PROD-G15,city-circuit,closed,53,2,3,0,1.1998,0.4259,8.4414,3,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,54,4,5,0,0.6424,0.7392,10.983,8,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,55,2,3,0,1.1948,2.0768,8.1081,2,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,56,1,2,0,0.9094,0.4887,8.5214,3,0,0,0.7688,0,0
PROD-G15,city-circuit,closed,57,1,2,0,1.5265,1.1486,15.7432,3,0,4,0.7688,0,0
PROD-G15,city-circuit,closed,58,2,3,0,4.0117,1.2622,13.9238,1,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,59,0,1,1,0.6741,3.2996,14.7205,2,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,60,2,3,0,1.5787,0.1232,4.0026,7,0,16,0.7688,0,0
PROD-G15,city-circuit,closed,61,3,3,0,0.8312,0.9934,5.2831,11,0,0,0.7688,0,0
PROD-G15,city-circuit,closed,62,4,5,0,1.0824,0.0014,12.6264,3,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,63,4,5,0,1.3595,1.4807,9.9817,3,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,64,3,4,0,4.6946,0.9418,12.8547,1,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,65,2,3,0,4.4652,2.8498,14.8478,1,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,66,2,3,0,0.3102,0.333,13.8795,3,0,3,0.7688,0,1
PROD-G15,city-circuit,closed,67,1,2,0,5.7282,3.9544,18.8799,1,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,68,4,4,0,2.1776,0.6738,13.4833,3,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,69,2,3,0,1.0204,0.1559,13.1631,5,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,70,5,4,0,0.1781,0.5849,7.9326,8,0,7,0.7688,0,0
PROD-G15,city-circuit,closed,71,1,2,0,1.2017,0.2212,11.6368,4,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,72,1,2,0,1.1946,0.5907,10.5979,4,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,73,1,2,0,1.5683,0.7355,14.1893,3,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,74,2,3,0,0.7638,0.5579,11.8064,4,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,75,3,4,0,0.5076,0.8614,4.3402,12,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,76,0,1,1,1.7098,0.5137,5.0719,6,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,77,4,5,0,0.1102,1.1976,8.1875,4,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,78,2,3,0,1.4739,1.4494,5.8457,3,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,79,2,3,0,0.9726,0.0303,7.2569,6,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,80,3,4,0,0.2911,0.2369,12.228,7,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,81,1,2,0,0.5672,0.9988,10.7972,10,0,7,0.7688,0,0
PROD-G15,city-circuit,closed,82,1,2,0,3.9379,0.4663,10.1147,1,0,6,0.7688,0,0
PROD-G15,city-circuit,closed,83,1,2,0,0.1133,1.2643,20.1482,3,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,84,2,3,0,2.0943,0.7717,12.9796,3,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,85,2,3,0,1.2361,0.3459,6.8156,5,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,86,2,3,0,0.6581,0.7597,12.7211,9,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,87,4,5,0,0.8742,0.415,6.2759,13,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,88,1,2,0,1.1298,4.4924,12.8723,2,0,0,0.7688,1,0
PROD-G15,city-circuit,closed,89,2,3,0,2.6214,0.4832,13.0148,2,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,90,6,4,0,0.3929,0.4245,10.7748,8,0,7,0.7688,0,1
PROD-G15,city-circuit,closed,91,4,5,0,0.1583,0.262,4.44,9,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,92,0,1,1,2.355,0.5462,12.3717,3,0,6,0.7688,0,0
PROD-G15,city-circuit,closed,93,1,2,0,5.403,3.5774,11.9109,1,0,1,0.7688,0,0
PROD-G15,city-circuit,closed,94,2,3,0,1.5161,0.1097,5.0417,6,0,10,0.7688,0,0
PROD-G15,city-circuit,closed,95,1,2,0,1.6254,0.4975,12.8392,5,0,3,0.7688,0,0
PROD-G15,city-circuit,closed,96,2,3,0,1.6585,2.8824,9.2336,2,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,97,4,4,0,0.7107,0.484,6.6642,7,0,6,0.7688,0,0
PROD-G15,city-circuit,closed,98,2,3,0,0.6315,0.4741,9.6858,3,0,2,0.7688,0,0
PROD-G15,city-circuit,closed,99,0,1,1,0.8759,1.2034,14.5299,4,0,5,0.7688,0,0
PROD-G15,city-circuit,closed,100,2,3,0,1.2091,0.807,5.6325,8,0,8,0.7688,0,0
PROD-G15,searound,closed,1,0,1,1,0.9023,0.2873,10.7451,3,0,0,0.7348,0,0
PROD-G15,searound,closed,2,2,3,0,2.5947,1.5244,17.9404,2,0,1,0.7348,0,0
PROD-G15,searound,closed,3,1,2,0,4.0123,0.5376,20.9915,1,0,2,0.7348,0,0
PROD-G15,searound,closed,4,1,2,0,1.163,1.1804,12.7982,3,0,1,0.7348,0,0
PROD-G15,searound,closed,5,1,2,0,0.4792,0.0747,9.9147,5,0,1,0.7348,0,0
PROD-G15,searound,closed,6,1,2,0,5.2306,1.158,9.1043,1,0,0,0.7348,1,0
PROD-G15,searound,closed,7,0,1,1,2.4445,0.5215,9.0976,3,0,7,0.7348,0,0
PROD-G15,searound,closed,8,1,2,0,0.7949,1.6192,15.9845,3,0,1,0.7348,0,0
PROD-G15,searound,closed,9,3,4,0,0.7726,0.8842,11.6047,8,0,6,0.7348,0,0
PROD-G15,searound,closed,10,3,4,0,0.9913,1.6252,15.1629,4,0,3,0.7348,0,0
PROD-G15,searound,closed,11,0,1,1,1.5121,0.8682,9.0524,5,0,1,0.7348,0,0
PROD-G15,searound,closed,12,2,3,0,4.2005,0.3607,15.7383,1,0,0,0.7348,1,0
PROD-G15,searound,closed,13,4,5,0,0.4819,3.5351,10.4197,2,1,5,0.7348,0,1
PROD-G15,searound,closed,14,2,3,0,1.6909,1.8473,8.7391,2,0,6,0.7348,0,0
PROD-G15,searound,closed,15,1,2,0,4.6312,1.7334,11.7551,1,0,0,0.7348,1,0
PROD-G15,searound,closed,16,3,4,0,3.2231,0.5237,12.0692,1,0,2,0.7348,0,0
PROD-G15,searound,closed,17,2,3,0,2.6279,0.4766,9.8634,2,0,0,0.7348,0,0
PROD-G15,searound,closed,18,2,3,0,4.3218,1.5255,14.3379,1,0,0,0.7348,1,0
PROD-G15,searound,closed,19,2,3,0,2.5731,4.1757,13.4113,2,0,1,0.7348,0,0
PROD-G15,searound,closed,20,2,3,0,0.8665,0.7687,11.654,3,0,0,0.7348,0,0
PROD-G15,searound,closed,21,2,3,0,2.8677,2.7015,19.4628,2,0,2,0.7348,0,0
PROD-G15,searound,closed,22,2,3,0,1.7707,1.2012,11.8178,3,0,1,0.7348,0,0
PROD-G15,searound,closed,23,3,4,0,0.3368,0.3358,8.9757,7,0,1,0.7348,0,0
PROD-G15,searound,closed,24,2,3,0,3.0393,1.0606,13.8577,1,0,11,0.7348,0,0
